nct,status,start_date,phases,sponsor,sponsor_class,intervention_names,intervention_other_names,n_sites,countries,has_us_or_eu_site,fetched_date
NCT06934447,RECRUITING,2025-04-25,PHASE1,The Children's Hospital of Zhejiang University School of Medicine,OTHER,anti-BCMA/CD70-CAR-T cells,,1,China,False,2026-09-07
NCT06797024,RECRUITING,2025-02-28,NA,Tongji Hospital,OTHER,JY231 Injection,,1,China,False,2026-09-07
NCT06868290,ACTIVE_NOT_RECRUITING,2025-03-13,PHASE2,Novartis Pharmaceuticals,INDUSTRY,Rapcabtagene autoleucel|Active Comparator|Glucocorticoids,||,39,Brazil|Israel|Japan|Saudi Arabia|Singapore|Switzerland|United Kingdom|United States,True,2026-09-07
NCT06793241,RECRUITING,2025-01-31,EARLY_PHASE1,Zhejiang University,OTHER,CD19 B-cell Acute Lymphoblastic Leukemia Targeted CAR T-cells injection,,1,China,False,2026-09-07
NCT06913608,WITHDRAWN,2026-03,PHASE1,"Calibr, a division of Scripps Research",OTHER,CLBR001 + SWI019,,0,,False,2026-09-07
NCT06907875,ACTIVE_NOT_RECRUITING,2025-05-08,PHASE1|PHASE2,"Epicrispr Biotechnologies, Inc.",INDUSTRY,EPI-321,,7,Australia|New Zealand|United States,True,2026-09-07
NCT06860672,TERMINATED,2025-02-19,EARLY_PHASE1,Yongguo Yu,OTHER,Dual vector DNA base editor,,1,China,False,2026-09-07
NCT06827860,RECRUITING,2025-11-18,PHASE2,Larysa Sanchez,OTHER,Talquetamab|Daratumumab,JNJ-64407564|,1,United States,True,2026-09-07
NCT06850285,RECRUITING,2025-09-05,NA,Shanxi Bethune Hospital,OTHER,chimeric antigen receptor gene modified T cells,CAR-T,1,China,False,2026-09-07
NCT06875063,RECRUITING,2026-04-30,PHASE1,The First Affiliated Hospital of Xiamen University,OTHER,GB5005 CART,GB5005 chimeric antigen receptor T-cell injection,1,China,False,2026-09-07
NCT06815029,RECRUITING,2025-06-17,PHASE1,City of Hope Medical Center,OTHER,Biospecimen Collection|Chimeric Antigen Receptor T-Cell Therapy|Echocardiography|Fludeoxyglucose F-18|Intracranial Catheter Placement|Leukapheresis|Magnetic Resonance Imaging|Positron Emission Tomography|Resection,"Biological Sample Collection;Biospecimen Collected;Specimen Collection|CAR T Infusion;CAR T Therapy;CAR T-cell Therapy;Chimeric Antigen Receptor T-cell Infusion|EC|18FDG;FDG;Fludeoxyglucose (18F);fludeoxyglucose F 18;Fludeoxyglucose F18;Fluorine-18 2-Fluoro-2-deoxy-D-Glucose;Fluorodeoxyglucose F18||Leukocyte Adsorptive Apheresis;Leukocytopheresis;Therapeutic Leukopheresis;White Blood Cell Reduction Apheresis|Magnetic Resonance;Magnetic Resonance Imaging (MRI);Magnetic resonance imaging (procedure);Magnetic Resonance Imaging Scan;Medical Imaging, Magnetic Resonance / Nuclear Magnetic Resonance;MR;MR Imaging;MRI;MRI Scan;MRIs;NMR Imaging;NMRI;Nuclear Magnetic Resonance Imaging;sMRI;Structural MRI|Medical Imaging, Positron Emission Tomography;PET;PET Scan;Positron emission tomography (procedure);Positron Emission Tomography Scan;Positron-Emission Tomography;proton magnetic resonance spectroscopic imaging;PT|Surgical Resection",1,United States,True,2026-09-07
NCT06890065,RECRUITING,2025-03-01,NA,"Shenzhen Genocury Biotech Co., Ltd.",INDUSTRY,JY231 Injection,,1,China,False,2026-09-07
NCT06879262,NOT_YET_RECRUITING,2026-02-15,EARLY_PHASE1,Tongji Hospital,OTHER,CAR1922T2 T cells（Targeting CD19 and CD22 with CAR-T cells）,,0,,False,2026-09-07
NCT06880913,RECRUITING,2024-11-14,PHASE1|PHASE2,Peking University People's Hospital,OTHER,Nanobody-Based CD19/CD22 Tandem Dual CAR-T,,1,China,False,2026-09-07
NCT06934382,RECRUITING,2025-04-29,PHASE1,Stephan Grupp MD PhD,OTHER,Allogeneic anti-CD7 CAR-T cells (BEAM-201),BEAM-201,1,United States,True,2026-09-07
NCT06856577,ACTIVE_NOT_RECRUITING,2025-02-28,PHASE3,"Adverum Biotechnologies, Inc.",INDUSTRY,Ixo-vec|Aflibercept,|,75,United States,True,2026-09-07
NCT06857786,NOT_YET_RECRUITING,2025-03-10,PHASE1,Peking University,OTHER,Drug: CT041 autologous CAR T-cell injection,,3,China,False,2026-09-07
NCT06880380,RECRUITING,2025-09-01,PHASE1,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,HIV-CAR-T,,1,China,False,2026-09-07
NCT06861348,NOT_YET_RECRUITING,2025-03-01,PHASE2,First Affiliated Hospital of Zhejiang University,OTHER,Inotuzumab Ozogamicin±Donor Lymphocyte Infusion,,1,China,False,2026-09-07
NCT06912152,RECRUITING,2025-05-12,PHASE1,Zhejiang University,OTHER,MT027 CAR-T cells,,1,China,False,2026-09-07
NCT06866080,WITHDRAWN,2025-06-17,EARLY_PHASE1,Nanjing Legend Biotech Co.,INDUSTRY,LCAR-AIO T cells,,4,China,False,2026-09-07
NCT06902012,RECRUITING,2027-02,PHASE1|PHASE2,Zhujiang Hospital,OTHER,Infusion of Axicabtagene Ciloleucel,,1,China,False,2026-09-07
NCT06933563,NOT_YET_RECRUITING,2025-04,EARLY_PHASE1,Zhejiang University,OTHER,UCAR T-cell group,,1,China,False,2026-09-07
NCT06836505,RECRUITING,2024-12-12,PHASE1|PHASE2,Sun Yat-Sen University Cancer Center,OTHER,CART therapy,,3,China,False,2026-09-07
NCT06904131,RECRUITING,2025-05-11,NA,Obstetrics & Gynecology Hospital of Fudan University,OTHER,Cell therapy with bispecific antibodies,,1,China,False,2026-09-07
NCT06903117,RECRUITING,2025-03-24,PHASE1,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,Targeted CEA CAR-T|Targeted CEA CAR-T,|,1,China,False,2026-09-07
NCT06920433,RECRUITING,2025-04-08,EARLY_PHASE1,Zhejiang University,OTHER,UCAR T-cell group,,1,China,False,2026-09-07
NCT06850051,COMPLETED,2025-03-19,PHASE1,Sanofi,INDUSTRY,TIV-HA Vaccine formulation 1 at low dose|TIV-HA formulation 1 at high dose|TIV-HA formulation 2 at low dose|TIV-HA formulation 2 at high dose|RSV/hMPV/PIV3 formulation 2 at low dose|RSV/hMPV/PIV3 formulation 1 at high dose|RSV/hMPV/PIV3 formulation 2 at high dose|RSV/hMPV/PIV3 formulation 1 at low dose|RIV4 (Supemtek®),||||||||,6,Australia,False,2026-09-07
NCT06917105,NOT_YET_RECRUITING,2025-04-01,PHASE1|PHASE2,Tongji Hospital,OTHER,CD33/CD123/CLL-1 CAR-T Cells,,1,China,False,2026-09-07
NCT06871644,NOT_YET_RECRUITING,2025-03-18,NA,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,T cell injection targeting CD7 chimeric antigen receptor,,1,China,False,2026-09-07
NCT06865664,RECRUITING,2025-09-22,PHASE1,National Cancer Institute (NCI),NIH,fludarabine|cyclophosphamide|cetuximab|FGFR4-CAR T Cells,|||,1,United States,True,2026-09-07
NCT06847269,RECRUITING,2025-05-21,PHASE2,St. Jude Children's Research Hospital,OTHER,Fludarabine|Cyclophosphamide|Mesna|CD19-CAR T cell Infusion,|||,1,United States,True,2026-09-07
NCT06925542,RECRUITING,2025-03-10,PHASE1,CRISPR Therapeutics,INDUSTRY,CTX112,,16,Germany|Spain|United States,True,2026-09-07
NCT06920446,NOT_YET_RECRUITING,2025-04-03,EARLY_PHASE1,Zhejiang University,OTHER,UCAR T-cell group,,0,,False,2026-09-07
NCT06902844,RECRUITING,2025-04-05,NA,Tongji Hospital,OTHER,Equecabtagene Autoleucel Injection,,1,China,False,2026-09-07
NCT06871410,RECRUITING,2026-02-02,PHASE1,Roswell Park Cancer Institute,OTHER,Autologous Anti-CD83 CAR T-cells|Biospecimen Collection|Chest Radiography|Computed Tomography|Cyclophosphamide|Echocardiography|Fludarabine Phosphate|Hydroxyurea|Leukapheresis|Lumbar Puncture|Positron Emission Tomography|Questionnaire Administration,"Autologous Anti-CD83 CAR T Cells; Autologous Anti-CD83 CAR-T Cells|Biological Sample Collection;Biospecimen Collected;Specimen Collection|Chest X-ray|CAT;CAT Scan;Computed Axial Tomography;Computerized Axial Tomography;Computerized axial tomography (procedure);Computerized Tomography;Computerized Tomography (CT) scan;CT;CT Scan;tomography|(-)-Cyclophosphamide;2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate;Asta B 518;B 518;B-518;B518;Carloxan;Ciclofosfamida;Ciclofosfamide;Cicloxal;Clafen;Claphene;CP monohydrate;CTX;CYCLO-cell;Cycloblastin;Cycloblastine;Cyclophospham;Cyclophosphamid monohydrate;Cyclophosphamide Monohydrate;Cyclophosphamidum;Cyclophosphan;Cyclophosphane;Cyclophosphanum;Cyclostin;Cyclostine;Cytophosphan;Cytophosphane;Cytoxan;Fosfaseron;Genoxal;Genuxal;Ledoxina;Mitoxan;Neosar;Revimmune;Syklofosfamid;WR 138719;WR- 138719;WR-138719;WR138719|EC|2-F-ara-AMP;9H-Purin-6-amine, 2-fluoro-9-(5-O-phosphono-.beta.-D-arabinofuranosyl)-;Beneflur;Fludara;SH T 586|Droxia;Hydrea;Hydroxycarbamide;Litalir;Onco-Carbide;Oncocarbide;Oxeron;SQ 1089;SQ-1089;Syrea;WR 83799|Leukocyte Adsorptive Apheresis;Leukocytopheresis;Therapeutic Leukopheresis;White Blood Cell Reduction Apheresis|LP;Spinal Tap|Medical Imaging, Positron Emission Tomography;PET;PET Scan;Positron emission tomography (procedure);Positron Emission Tomography Scan;Positron-Emission Tomography;PT|",1,United States,True,2026-09-07
NCT06842589,WITHDRAWN,2025-05-14,PHASE1,The Children's Hospital of Zhejiang University School of Medicine,OTHER,anti-CD19 CAR-T cells,,0,,False,2026-09-07
NCT06822868,RECRUITING,2025-02-10,PHASE1,Kai Hu,OTHER,CAR T cells,,1,China,False,2026-09-07
NCT06895811,ACTIVE_NOT_RECRUITING,2025-03-27,PHASE1,Shanghai Changzheng Hospital,OTHER,PSMA-UCAR T (BRL-302),,1,China,False,2026-09-07
NCT06925464,RECRUITING,2025-04-01,PHASE1|PHASE2,Beijing GoBroad Hospital,OTHER,CD7 CAR-T cells infusion,,4,China,False,2026-09-07
NCT06822881,RECRUITING,2025-02-20,PHASE1,Beijing GoBroad Hospital,OTHER,CAR-T Therapy,,1,China,False,2026-09-07
NCT06799247,ACTIVE_NOT_RECRUITING,2025-05-06,PHASE3,Cartesian Therapeutics,INDUSTRY,Decartes-08|Placebo Drug,|,34,Canada|Italy|Poland|Serbia|Spain|Turkey (Türkiye)|United Kingdom|United States,True,2026-09-07
NCT06892236,ENROLLING_BY_INVITATION,2025-01-15,NA,Fondazione IRCCS Policlinico San Matteo di Pavia,OTHER,iPSC generation,,1,Italy,True,2026-09-07
NCT06801119,RECRUITING,2025-03-16,PHASE1,"Shenzhen MagicRNA Biotechnology Co., Ltd",INDUSTRY,HN2301 injection,in vivo cart,1,China,False,2026-09-07
NCT06828042,RECRUITING,2025-07-01,PHASE1|PHASE2,Peking University Third Hospital,OTHER,anti-CD19 CAR T cell therapy,,1,China,False,2026-09-07
NCT06834529,RECRUITING,2025-01-20,PHASE1|PHASE2,Affiliated Hospital to Academy of Military Medical Sciences,OTHER,CAR2219-T cells,Fludarabine;Cyclophosphamide,1,China,False,2026-09-07
NCT06834373,RECRUITING,2025-04-02,PHASE2,Mayo Clinic,OTHER,Biospecimen Collection|Bone Marrow Aspiration|Bone Marrow Biopsy|Chimeric Antigen Receptor T-Cell Therapy|Computed Tomography|Golcadomide|Leukapheresis|Positron Emission Tomography|Rituximab,"Biological Sample Collection;Biospecimen Collected;Specimen Collection||Biopsy of Bone Marrow;Biopsy, Bone Marrow|CAR T Infusion;CAR T Therapy;CAR T-cell Therapy;Chimeric Antigen Receptor T-cell Infusion|CAT;CAT Scan;Computed Axial Tomography;Computerized Axial Tomography;Computerized axial tomography (procedure);Computerized Tomography;Computerized Tomography (CT) scan;CT;CT Scan;tomography|BMS 986369;BMS-986369;BMS986369;CC -99282;CC 99282;CC99282;CelMod CC-99282;Cereblon E3 Ubiquitin Ligase Modulating Agent CC-99282;Cereblon E3 Ubiquitin Ligase Modulating Drug CC-99282;Cereblon Modulator CC-99282|Leukocyte Adsorptive Apheresis;Leukocytopheresis;Therapeutic Leukopheresis;White Blood Cell Reduction Apheresis|Medical Imaging, Positron Emission Tomography;PET;PET Scan;Positron emission tomography (procedure);Positron Emission Tomography Scan;Positron-Emission Tomography;PT|ABP 798;ABP-798;ABP798;BI 695500;BI-695500;BI695500;Blitzima;C2B8 Monoclonal Antibody;Chimeric Anti-CD20 Antibody;CT P10;CT-P10;CTP10;GP 2013;GP-2013;GP2013;IDEC 102;IDEC-102;IDEC-C2B8;IDEC-C2B8 Monoclonal Antibody;IDEC102;Ikgdar;Mabtas;MabThera;Monoclonal Antibody IDEC-C2B8;PF 05280586;PF-05280586;PF05280586;Riabni;Ritemvia;Rituxan;Rituximab ABBS;Rituximab ARRX;Rituximab Biosimilar ABP 798;Rituximab Biosimilar BI 695500;Rituximab Biosimilar CT-P10;Rituximab Biosimilar GB241;Rituximab Biosimilar GP2013;Rituximab Biosimilar IBI301;Rituximab Biosimilar JHL1101;Rituximab Biosimilar PF-05280586;Rituximab Biosimilar RTXM83;Rituximab Biosimilar SAIT101;Rituximab Biosimilar SIBP-02;rituximab biosimilar TQB2303;Rituximab PVVR;Rituximab-abbs;Rituximab-arrx;Rituximab-blit;Rituximab-pvvr;Rituximab-rite;Rituximab-rixa;Rituximab-rixi;Rixathon;Riximyo;RTXM 83;RTXM-83;RTXM83;Ruxience;Truxima",7,United States,True,2026-09-07
NCT07051525,RECRUITING,2025-12-03,NA,"Peter MacCallum Cancer Centre, Australia",OTHER,Early antibiotic cessation alert,,2,Australia,False,2026-09-07
NCT07024147,NOT_YET_RECRUITING,2025-07-01,PHASE1,Peking University Cancer Hospital & Institute,OTHER,JWCAR239|Fludarabine|Cyclophosphamide,||,1,China,False,2026-09-07
NCT06939166,RECRUITING,2025-06-17,EARLY_PHASE1,Tianjin Huanhu Hospital,OTHER,UCAR T-cell,,1,China,False,2026-09-07
NCT07040917,NOT_YET_RECRUITING,2025-09-30,EARLY_PHASE1,Chinese PLA General Hospital,OTHER,CAR-T cell,,1,China,False,2026-09-07
NCT07052383,RECRUITING,2025-11-06,PHASE1,Tcelltech Inc.,INDUSTRY,DIT309 cell injection,,1,China,False,2026-09-07
NCT06958939,ACTIVE_NOT_RECRUITING,2025-05-01,PHASE1,"Ting Chang, MD",OTHER,Dose level 1 group|Dose level 2 group|Dose level 3 group|Dose level 4 group,|||,1,China,False,2026-09-07
NCT06963866,NOT_YET_RECRUITING,2025-05-01,PHASE2,Xuzhou Medical University,OTHER,autologous stem cell transplantation|CAR-T,|,1,China,False,2026-09-07
NCT06986018,NOT_YET_RECRUITING,2025-06-14,EARLY_PHASE1,Peking University People's Hospital,OTHER,RD06-04 Cell Injection Infusion,,1,China,False,2026-09-07
NCT07003568,RECRUITING,2025-05-25,PHASE1,Beijing GoBroad Hospital,OTHER,Dual-targeting BCMA-GPRC5D CAR-T cell infusion,,1,China,False,2026-09-07
NCT06971380,RECRUITING,2025-03-01,PHASE2,Polina Stepensky,OTHER,HBI0101 CART,,1,Israel,False,2026-09-07
NCT07052929,RECRUITING,2025-12-15,PHASE1|PHASE2,Astellas Gene Therapies,INDUSTRY,ASP2957|Methylprednisolone|Prednisolone|Sirolimus,MyoAAV3.8 engineered capsid - myosin heavy chain kinase 7 - human myotubularin (MyoAAV3.8-MHCK7-hMTM1)|||,5,Canada|United States,True,2026-09-07
NCT06939270,NOT_YET_RECRUITING,2025-05-01,PHASE1|PHASE2,Chinese PLA General Hospital,OTHER,CD73/AXL.HypoSti.CAR-T cells|Albumin-Bound Paclitaxel|Cyclophosphamide|Fludarabine,|Albumin-bound paclitaxel for Injection|Cyclophosphamide for Injection|Cyclophosphamide for Injection,1,China,False,2026-09-07
NCT07059169,RECRUITING,2025-08-04,NA,LiangZou,INDUSTRY,JY231 (JY231 injection),,1,China,False,2026-09-07
NCT07045727,TERMINATED,2025-08-18,NA,Mayo Clinic,OTHER,Accelerometry|Aerobic Exercise|Biospecimen Collection|Electronic Health Record Review|Exercise Counseling|Internet-Based Intervention|Interview|Physical Performance Testing|Resistance Training|Survey Administration|Tailored Intervention,|Aerobic Activity|Biological Sample Collection;Biospecimen Collected;Specimen Collection|||||Physical Fitness Testing;Physical Function Testing|Strength Training||,1,United States,True,2026-09-07
NCT07055477,RECRUITING,2025-09-29,PHASE1,National Cancer Institute (NCI),NIH,Cyclophosphamide|Fludarabine|Autologous CCR4 CAR T cells,||,1,United States,True,2026-09-07
NCT07015983,ACTIVE_NOT_RECRUITING,2025-07-14,PHASE2,"Juno Therapeutics, Inc., a Bristol-Myers Squibb Company",INDUSTRY,CC-97540|Fludarabine|Cyclophosphamide,BMS-986353;Zola-cel;Zolacabtagene autoleucel||,97,Argentina|Austria|Belgium|Brazil|Canada|Denmark|France|Germany|Israel|Italy|Japan|Poland|Portugal|Spain|United Kingdom|United States,True,2026-09-07
NCT07022964,RECRUITING,2025-06-01,PHASE1|PHASE2,Beijing GoBroad Hospital,OTHER,CD5 CAR-T cells infusion,,3,China,False,2026-09-07
NCT07049081,TERMINATED,2025-07-17,PHASE1,Nanjing Legend Biotech Co.,INDUSTRY,LUCAR-G79 T cells,,3,China,False,2026-09-07
NCT06968195,SUSPENDED,2026-07-15,PHASE1,Roswell Park Cancer Institute,OTHER,Anti-GPC3-CAR Autologous T Lymphocytes|Biospecimen Collection|Computed Tomography|Cyclophosphamide|Echocardiography Test|Fludarabine|Leukapheresis|Magnetic Resonance Imaging|Multigated Acquisition Scan,"Anti-GPC3 CAR Autologous T Cells;CAR-GPC3 T Cells;Glypican-3-specific CAR T Cells;GPC3-targeted CAR Autologous T Cells|Biological Sample Collection;Biospecimen Collected;Specimen Collection|CAT;CAT Scan;Computed Axial Tomography;Computerized Axial Tomography;Computerized axial tomography (procedure);Computerized Tomography;Computerized Tomography (CT) scan;CT;CT Scan;tomography|(-)-Cyclophosphamide;2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate;Asta B 518;B 518;B-518;B518;Carloxan;Ciclofosfamida;Ciclofosfamide;Cicloxal;Clafen;Claphene;CP monohydrate;CTX;CYCLO-cell;Cycloblastin;Cycloblastine;Cyclophospham;Cyclophosphamid monohydrate;Cyclophosphamide Monohydrate;Cyclophosphamidum;Cyclophosphan;Cyclophosphane;Cyclophosphanum;Cyclostin;Cyclostine;Cytophosphan;Cytophosphane;Cytoxan;Fosfaseron;Genoxal;Genuxal;Ledoxina;Mitoxan;Neosar;Revimmune;Syklofosfamid;WR 138719;WR- 138719;WR-138719;WR138719|EC;Echocardiography|Fluradosa|Leukocyte Adsorptive Apheresis;Leukocytopheresis;Therapeutic Leukopheresis;White Blood Cell Reduction Apheresis|Magnetic Resonance;Magnetic Resonance Imaging (MRI);Magnetic resonance imaging (procedure);Magnetic Resonance Imaging Scan;Medical Imaging, Magnetic Resonance / Nuclear Magnetic Resonance;MR;MR Imaging;MRI;MRI Scan;MRIs;NMR Imaging;NMRI;Nuclear Magnetic Resonance Imaging;sMRI;Structural MRI|Blood Pool Scan;Equilibrium Radionuclide Angiography;Gated Blood Pool Imaging;Gated Heart Pool Scan;MUGA;MUGA Scan;Multi-Gated Acquisition Scan;Radionuclide Ventriculogram Scan;Radionuclide Ventriculography;RNV Scan;RNVG;SYMA Scanning;Synchronized Multigated Acquisition Scanning",1,United States,True,2026-09-07
NCT07048197,ACTIVE_NOT_RECRUITING,2025-06-20,PHASE1|PHASE2,Novartis Pharmaceuticals,INDUSTRY,Rapcabtagene autoleucel,,12,France|Germany|Singapore|Spain,True,2026-09-07
NCT07052305,RECRUITING,2026-03-12,PHASE1,Washington University School of Medicine,OTHER,NT-I7|CAR T-cell therapy,Efineptakin alfa|Axicabtagene ciloleucel;Lisocabtagene maraleucel .,1,United States,True,2026-09-07
NCT06988059,RECRUITING,2025-06-25,EARLY_PHASE1,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,CAR-T cells Infusion chimeric antigen receptor T cells,,1,China,False,2026-09-07
NCT07052565,RECRUITING,2025-07-20,NA,Anhui Provincial Hospital,OTHER_GOV,Anti-BCMA and CD19 CART cells will be injected intravenously on a one-time basis,,1,China,False,2026-09-07
NCT06959771,RECRUITING,2025-07-16,PHASE1|PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Base-edited hematopoietic stem and progenitor cells|Alemtuzumab|Sirolimus|Palifermin|Busulfan|Base-edited T lymphocyte cells,|||||,1,United States,True,2026-09-07
NCT06938334,NOT_YET_RECRUITING,2025-08-15,PHASE1|PHASE2,Altheia Science,INDUSTRY,Autologous CD34+ cell enriched population containing HSPCs transduced ex vivo using a LVV encoding the hPD-L1 DNA,,1,Italy,True,2026-09-07
NCT06972576,RECRUITING,2025-05-09,PHASE1,"Second Affiliated Hospital, Zhejiang University, School of Medicine",OTHER,EphA2-targeted CAR-T Cells|EphA2-targeted CAR-DCs,|,1,China,False,2026-09-07
NCT06971094,RECRUITING,2025-05-27,PHASE3,GeneCradle Inc,INDUSTRY,GC101 adeno-associated virus injection,,7,China,False,2026-09-07
NCT06976437,RECRUITING,2025-05-06,EARLY_PHASE1,YANRU WANG,OTHER,RN1101 injection,,1,China,False,2026-09-07
NCT06947460,RECRUITING,2025-04-18,PHASE1|PHASE2,Beijing GoBroad Hospital,OTHER,CD19-BCMA CAR-T cells infusion,,1,China,False,2026-09-07
NCT06996132,RECRUITING,2025-05-09,PHASE2,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,Glofitamab|Chimeric Antigen Receptor T Cells (CAR-T),|,1,China,False,2026-09-07
NCT07058662,RECRUITING,2025-07-31,PHASE1|PHASE2,"Belief BioMed (Beijing) Co., Ltd",INDUSTRY,Single dose intravenous of BBM-D101,,1,China,False,2026-09-07
NCT06941129,RECRUITING,2025-02-11,PHASE1,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,UCAR T-cell,,1,China,False,2026-09-07
NCT06984341,WITHDRAWN,2026-06-30,PHASE1,"Genentech, Inc.",INDUSTRY,P-CD19CD20-ALLO1 Cells|Cyclophosphamide|Fludarabine|Rimiducid,|||,2,United States,True,2026-09-07
NCT07000318,NOT_YET_RECRUITING,2026-09-30,EARLY_PHASE1,Children's Hospital of Fudan University,OTHER,CS-206,,1,China,False,2026-09-07
NCT06935474,WITHDRAWN,2026-07,PHASE1|PHASE2,AbelZeta Inc.,INDUSTRY,C-CAR168,,1,United States,True,2026-09-07
NCT06946485,RECRUITING,2025-04-02,EARLY_PHASE1,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,Universal anti-CD70 CAR-T (CHT101),,1,China,False,2026-09-07
NCT07006805,WITHDRAWN,2026-06,PHASE1|PHASE2,Cabaletta Bio,INDUSTRY,CABA-201,,0,,False,2026-09-07
NCT07026942,NOT_YET_RECRUITING,2026-04-01,PHASE1|PHASE2,Nationwide Children's Hospital,OTHER,Universal donor derived CD33 CAR-NK,,1,United States,True,2026-09-07
NCT06983964,RECRUITING,2025-02-20,NA,Beijing Boren Hospital,OTHER,CD19 CART,,1,China,False,2026-09-07
NCT06937567,RECRUITING,2024-12-26,EARLY_PHASE1,Zhejiang University,OTHER,CDH17 CAR-T|FAST LACO-Stim CDH17 CAR-T,|,1,China,False,2026-09-07
NCT07036250,RECRUITING,2025-07-03,PHASE1|PHASE2,"Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",INDUSTRY,U32 CAR-T,,1,China,False,2026-09-07
NCT06964737,RECRUITING,2025-05-21,PHASE1,Ohio State University Comprehensive Cancer Center,OTHER,Anti-GARP Chimeric Antigen Receptor-T Cells|Biospecimen Collection|Chest Radiography|Echocardiography Test|Magnetic Resonance Imaging|Multigated Acquisition Scan|Pheresis|Surgical Procedure,"Anti-GARP CAR T Cells (SY);Anti-GARP CAR T-cells (SY);Anti-GARP CAR-T Cells (SY)|Biological Sample Collection;Biospecimen Collected;Specimen Collection|Chest X-ray|EC;Echocardiography|Magnetic Resonance;Magnetic Resonance Imaging (MRI);Magnetic resonance imaging (procedure);Magnetic Resonance Imaging Scan;Medical Imaging, Magnetic Resonance / Nuclear Magnetic Resonance;MR;MR Imaging;MRI;MRI Scan;MRIs;NMR Imaging;NMRI;Nuclear Magnetic Resonance Imaging;sMRI;Structural MRI|Blood Pool Scan;Equilibrium Radionuclide Angiography;Gated Blood Pool Imaging;Gated Heart Pool Scan;MUGA;MUGA Scan;Multi-Gated Acquisition Scan;Radionuclide Ventriculogram Scan;Radionuclide Ventriculography;RNV Scan;RNVG;SYMA Scanning;Synchronized Multigated Acquisition Scanning|Apheresed;Apheresis;Blood Component Removal;Collection, Apheresis/Leukapheresis;Hemapheresis|Operation;Surgery;Surgery Type;Surgery, NOS;Surgical;Surgical Intervention;Surgical Interventions;Surgical Procedures;Type of Surgery",1,United States,True,2026-09-07
NCT06999031,RECRUITING,2024-09-05,EARLY_PHASE1,The First Affiliated Hospital of Nanchang University,OTHER,BCMA-Targeted Chimeric Antigen Receptor Autologous T-cell,,1,China,False,2026-09-07
NCT06980597,RECRUITING,2025-06,PHASE1,Beijing GoBroad Hospital,OTHER,OL-108,,2,China,False,2026-09-07
NCT06951425,NOT_YET_RECRUITING,2025-06-01,EARLY_PHASE1,"Shanghai Tongji Hospital, Tongji University School of Medicine",OTHER,TH-CART-027,,1,China,False,2026-09-07
NCT06978738,NOT_YET_RECRUITING,2025-05,PHASE1,Changzhou No.2 People's Hospital,OTHER,universal allogeneic anti-CD19/BCMA CAR T-cells,,1,China,False,2026-09-07
NCT06993493,RECRUITING,2025-02-20,NA,Beijing Boren Hospital,OTHER,CD19 CART,,1,China,False,2026-09-07
NCT06946680,NOT_YET_RECRUITING,2026-07,PHASE1,University of Florida,OTHER,Ex-Vivo expanded autologous IL-8 receptor (CXCR2) modified CD70 CAR (8R-70CAR) T cells,8R-70CAR T cells,1,United States,True,2026-09-07
NCT07053488,RECRUITING,2025-06-01,PHASE1|PHASE2,AMERICAN ORGAN TRANSPLANT AND CANCER RESEARCH INSTITUTE LLC,OTHER,Ex Vivo CRISPR-Cas9 Gene Editing of Donor Liver,,1,China,False,2026-09-07
NCT06952842,RECRUITING,2025-08-04,PHASE1|PHASE2,"Chigenovo Co., Ltd",NETWORK,ZVS203e,rAAV8,1,China,False,2026-09-07
NCT07043218,NOT_YET_RECRUITING,2025-07-10,PHASE1,"Shanghai Tongji Hospital, Tongji University School of Medicine",OTHER,Chimeric Antigen Receptor T Cells (CAR-T),,1,China,False,2026-09-07
NCT06940960,RECRUITING,2025-05-30,NA,Affiliated Hospital of Guangdong Medical University,OTHER,JY231 Injection,,1,China,False,2026-09-07
NCT07010523,RECRUITING,2024-10-15,NA,First Affiliated Hospital of Zhejiang University,OTHER,Anti-mesothelin CAR-T cells|Fludarabine|Cyclophosphamide,||,1,China,False,2026-09-07
NCT06947473,RECRUITING,2026-03-18,PHASE1|PHASE2,Beijing GoBroad Hospital,OTHER,umbilical cord blood CD19-BCMA CAR-T cells infusion,,1,China,False,2026-09-07
NCT07003555,RECRUITING,2025-05-25,PHASE1,Beijing GoBroad Hospital,OTHER,Dual-targeting BCMA-CD19 CAR-T cell infusion,,1,China,False,2026-09-07
NCT06946615,RECRUITING,2025-04-08,PHASE1,"Second Affiliated Hospital, Zhejiang University, School of Medicine",OTHER,Claudin18.2-targeted CAR-T Cells|Claudin18.2-targeted CAR-DCs,|,1,China,False,2026-09-07
