registry,geography,year,product_or_class,count,count_type,per_10m_population,verbatim,source_doc,source_url,status,notes
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2021,CAR-T all,295,patients,62,"Partiendo de 159 solicitudes en 2019 (ano parcial, desde marzo), se registraron 268 en 2020, 295 en 2021, 352 en 2022 y 430 en 2023. En 2024 se observa un salto cuantitativo relevante, con 746 solicitudes en el ano","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Count = treatment REQUESTS (solicitudes) to the national SNS expert group, including re-evaluations, not infusions; 93.3% of requests were favourable over the period. per_10m converted from Tabla 3 'Media nacional' solicitudes por 100.000 habitantes (0.62 per 100,000 x 100). 2019 partial year from March."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2022,CAR-T all,352,patients,75,"Partiendo de 159 solicitudes en 2019 (ano parcial, desde marzo), se registraron 268 en 2020, 295 en 2021, 352 en 2022 y 430 en 2023. En 2024 se observa un salto cuantitativo relevante, con 746 solicitudes en el ano","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Count = treatment REQUESTS (solicitudes) to the national SNS expert group, including re-evaluations, not infusions; 93.3% of requests were favourable over the period. per_10m converted from Tabla 3 'Media nacional' solicitudes por 100.000 habitantes (0.75 per 100,000 x 100). 2019 partial year from March."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2023,CAR-T all,430,patients,80,"Partiendo de 159 solicitudes en 2019 (ano parcial, desde marzo), se registraron 268 en 2020, 295 en 2021, 352 en 2022 y 430 en 2023. En 2024 se observa un salto cuantitativo relevante, con 746 solicitudes en el ano","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Count = treatment REQUESTS (solicitudes) to the national SNS expert group, including re-evaluations, not infusions; 93.3% of requests were favourable over the period. per_10m converted from Tabla 3 'Media nacional' solicitudes por 100.000 habitantes (0.80 per 100,000 x 100). 2019 partial year from March."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2024,CAR-T all,746,patients,150,"Partiendo de 159 solicitudes en 2019 (ano parcial, desde marzo), se registraron 268 en 2020, 295 en 2021, 352 en 2022 y 430 en 2023. En 2024 se observa un salto cuantitativo relevante, con 746 solicitudes en el ano","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Count = treatment REQUESTS (solicitudes) to the national SNS expert group, including re-evaluations, not infusions; 93.3% of requests were favourable over the period. per_10m converted from Tabla 3 'Media nacional' solicitudes por 100.000 habitantes (1.50 per 100,000 x 100). 2019 partial year from March."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2025,CAR-T all,492,patients,,En el primer semestre de 2025 ya se han recibido 492,"Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"First half of 2025 only (January-June). 40 designated centres (29 adult, 11 paediatric) after 2025 designations; 187 requesting hospitals."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2025,CAR-T all,2742,cumulative_patients,,"Desde marzo de 2019 a junio de 2025 se han recibido un total de 2.742 solicitudes de tratamiento con terapias CAR-T en el marco del circuito establecido, incluidas 78 reevaluaciones.","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Cumulative requests March 2019-June 2025; Tabla 8: 2,558 favourable (93.3%), 166 not favourable, 18 dismissed. By pathology: LBDCG 1,834; LLA-B 390; MM 160; LCM 90; LBPM 89; LBAG 53; LF 52; other 74."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2025,Yescarta (axicabtagene ciloleucel),1084,cumulative_patients,,"Tabla 4. CAR-T solicitados por patologia: TOTAL Kymriah 458, Yescarta 1.084, Kymriah/Yescarta 728, Tecartus 90, Abecma 62, Carvykti 95, ARI-0001 222, ARI-0002h 3, TOTAL 2.742","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Cumulative requests by requested product, March 2019-June 2025."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2025,Kymriah (tisagenlecleucel),458,cumulative_patients,,"Tabla 4. CAR-T solicitados por patologia: TOTAL Kymriah 458, Yescarta 1.084, Kymriah/Yescarta 728, Tecartus 90, Abecma 62, Carvykti 95, ARI-0001 222, ARI-0002h 3, TOTAL 2.742","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Cumulative requests by requested product, March 2019-June 2025."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2025,Kymriah/Yescarta (either),728,cumulative_patients,,"Tabla 4. CAR-T solicitados por patologia: TOTAL Kymriah 458, Yescarta 1.084, Kymriah/Yescarta 728, Tecartus 90, Abecma 62, Carvykti 95, ARI-0001 222, ARI-0002h 3, TOTAL 2.742","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Cumulative requests by requested product, March 2019-June 2025."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2025,"ARI-0001 (academic, Hospital Clinic)",222,cumulative_patients,,"Tabla 4. CAR-T solicitados por patologia: TOTAL Kymriah 458, Yescarta 1.084, Kymriah/Yescarta 728, Tecartus 90, Abecma 62, Carvykti 95, ARI-0001 222, ARI-0002h 3, TOTAL 2.742","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Cumulative requests by requested product, March 2019-June 2025."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2025,Carvykti (ciltacabtagene autoleucel),95,cumulative_patients,,"Tabla 4. CAR-T solicitados por patologia: TOTAL Kymriah 458, Yescarta 1.084, Kymriah/Yescarta 728, Tecartus 90, Abecma 62, Carvykti 95, ARI-0001 222, ARI-0002h 3, TOTAL 2.742","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Cumulative requests by requested product, March 2019-June 2025."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2025,Tecartus (brexucabtagene autoleucel),90,cumulative_patients,,"Tabla 4. CAR-T solicitados por patologia: TOTAL Kymriah 458, Yescarta 1.084, Kymriah/Yescarta 728, Tecartus 90, Abecma 62, Carvykti 95, ARI-0001 222, ARI-0002h 3, TOTAL 2.742","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Cumulative requests by requested product, March 2019-June 2025."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2025,Abecma (idecabtagene vicleucel),62,cumulative_patients,,"Tabla 4. CAR-T solicitados por patologia: TOTAL Kymriah 458, Yescarta 1.084, Kymriah/Yescarta 728, Tecartus 90, Abecma 62, Carvykti 95, ARI-0001 222, ARI-0002h 3, TOTAL 2.742","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Cumulative requests by requested product, March 2019-June 2025."
Spanish Ministry of Health CAR-T expert-group circuit,Spain,2025,ARI-0002h (academic),3,cumulative_patients,,"Tabla 4. CAR-T solicitados por patologia: TOTAL Kymriah 458, Yescarta 1.084, Kymriah/Yescarta 728, Tecartus 90, Abecma 62, Carvykti 95, ARI-0001 222, ARI-0002h 3, TOTAL 2.742","Ministerio de Sanidad (Spain), Informe anual Terapias Avanzadas 2025 (solicitudes de tratamiento CAR-T, marzo 2019 - junio 2025), published January 2026",https://www.sanidad.gob.es/areas/farmacia/infoMedicamentos/terapiasAvanzadas/docs/INFORME_ANUAL_FINAL_TA_2025.pdf,verified-from-source,"Cumulative requests by requested product, March 2019-June 2025."
JDCHCT Cellular Therapy Registry (JSTCT),Japan,2019,CAR-T all,10,infusions,,CAR-T細胞輸注件数の年次推移 (bar for 2019; no data label) - 2024年9月末時点,"JDCHCT / JSTCT, 2024 Nendo Nihon ni okeru saibo chiryo slide-shu (Cellular Therapy Registry slides, data registered to end September 2024), slide 3 'CAR-T saibo yuchu kensu no nenji suii' (annual CAR-T infusions), file Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx",http://www.jdchct.or.jp/data/slide/2024/Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx,provisional-from-snippet,"CHART-READ ESTIMATE, not a printed number: bars are unlabeled; value measured in pixels against the right-hand axis gridlines (0-1000 infusions), uncertainty about +/-15. Bar sum 2019-2024 ~1,984 vs cumulative line ~1,969. Cumulative shares 2019-2024 (slide 4, printed): large B-cell lymphoma 74%, multiple myeloma/plasma cell 13%, ALL 8%, follicular lymphoma 6%."
JDCHCT Cellular Therapy Registry (JSTCT),Japan,2020,CAR-T all,136,infusions,,CAR-T細胞輸注件数の年次推移 (bar for 2020; no data label) - 2024年9月末時点,"JDCHCT / JSTCT, 2024 Nendo Nihon ni okeru saibo chiryo slide-shu (Cellular Therapy Registry slides, data registered to end September 2024), slide 3 'CAR-T saibo yuchu kensu no nenji suii' (annual CAR-T infusions), file Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx",http://www.jdchct.or.jp/data/slide/2024/Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx,provisional-from-snippet,"CHART-READ ESTIMATE, not a printed number: bars are unlabeled; value measured in pixels against the right-hand axis gridlines (0-1000 infusions), uncertainty about +/-15. Bar sum 2019-2024 ~1,984 vs cumulative line ~1,969. Cumulative shares 2019-2024 (slide 4, printed): large B-cell lymphoma 74%, multiple myeloma/plasma cell 13%, ALL 8%, follicular lymphoma 6%."
JDCHCT Cellular Therapy Registry (JSTCT),Japan,2021,CAR-T all,222,infusions,,CAR-T細胞輸注件数の年次推移 (bar for 2021; no data label) - 2024年9月末時点,"JDCHCT / JSTCT, 2024 Nendo Nihon ni okeru saibo chiryo slide-shu (Cellular Therapy Registry slides, data registered to end September 2024), slide 3 'CAR-T saibo yuchu kensu no nenji suii' (annual CAR-T infusions), file Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx",http://www.jdchct.or.jp/data/slide/2024/Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx,provisional-from-snippet,"CHART-READ ESTIMATE, not a printed number: bars are unlabeled; value measured in pixels against the right-hand axis gridlines (0-1000 infusions), uncertainty about +/-15. Bar sum 2019-2024 ~1,984 vs cumulative line ~1,969. Cumulative shares 2019-2024 (slide 4, printed): large B-cell lymphoma 74%, multiple myeloma/plasma cell 13%, ALL 8%, follicular lymphoma 6%."
JDCHCT Cellular Therapy Registry (JSTCT),Japan,2022,CAR-T all,439,infusions,,CAR-T細胞輸注件数の年次推移 (bar for 2022; no data label) - 2024年9月末時点,"JDCHCT / JSTCT, 2024 Nendo Nihon ni okeru saibo chiryo slide-shu (Cellular Therapy Registry slides, data registered to end September 2024), slide 3 'CAR-T saibo yuchu kensu no nenji suii' (annual CAR-T infusions), file Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx",http://www.jdchct.or.jp/data/slide/2024/Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx,provisional-from-snippet,"CHART-READ ESTIMATE, not a printed number: bars are unlabeled; value measured in pixels against the right-hand axis gridlines (0-1000 infusions), uncertainty about +/-15. Bar sum 2019-2024 ~1,984 vs cumulative line ~1,969. Cumulative shares 2019-2024 (slide 4, printed): large B-cell lymphoma 74%, multiple myeloma/plasma cell 13%, ALL 8%, follicular lymphoma 6%."
JDCHCT Cellular Therapy Registry (JSTCT),Japan,2023,CAR-T all,674,infusions,,CAR-T細胞輸注件数の年次推移 (bar for 2023; no data label) - 2024年9月末時点,"JDCHCT / JSTCT, 2024 Nendo Nihon ni okeru saibo chiryo slide-shu (Cellular Therapy Registry slides, data registered to end September 2024), slide 3 'CAR-T saibo yuchu kensu no nenji suii' (annual CAR-T infusions), file Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx",http://www.jdchct.or.jp/data/slide/2024/Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx,provisional-from-snippet,"CHART-READ ESTIMATE, not a printed number: bars are unlabeled; value measured in pixels against the right-hand axis gridlines (0-1000 infusions), uncertainty about +/-15. Bar sum 2019-2024 ~1,984 vs cumulative line ~1,969. Cumulative shares 2019-2024 (slide 4, printed): large B-cell lymphoma 74%, multiple myeloma/plasma cell 13%, ALL 8%, follicular lymphoma 6%."
JDCHCT Cellular Therapy Registry (JSTCT),Japan,2024,CAR-T all,503,infusions,,CAR-T細胞輸注件数の年次推移 (bar for 2024; no data label) - 2024年9月末時点,"JDCHCT / JSTCT, 2024 Nendo Nihon ni okeru saibo chiryo slide-shu (Cellular Therapy Registry slides, data registered to end September 2024), slide 3 'CAR-T saibo yuchu kensu no nenji suii' (annual CAR-T infusions), file Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx",http://www.jdchct.or.jp/data/slide/2024/Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx,provisional-from-snippet,"CHART-READ ESTIMATE, not a printed number: bars are unlabeled; value measured in pixels against the right-hand axis gridlines (0-1000 infusions), uncertainty about +/-15. 2024 covers January-September 2024 only. Bar sum 2019-2024 ~1,984 vs cumulative line ~1,969. Cumulative shares 2019-2024 (slide 4, printed): large B-cell lymphoma 74%, multiple myeloma/plasma cell 13%, ALL 8%, follicular lymphoma 6%."
JDCHCT Cellular Therapy Registry (JSTCT),Japan,2024,CAR-T all,1969,cumulative_patients,,"累積件数 line, CAR-T細胞輸注件数の年次推移, 2024年9月末時点","JDCHCT / JSTCT, 2024 Nendo Nihon ni okeru saibo chiryo slide-shu (Cellular Therapy Registry slides, data registered to end September 2024), slide 3 'CAR-T saibo yuchu kensu no nenji suii' (annual CAR-T infusions), file Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx",http://www.jdchct.or.jp/data/slide/2024/Nationwide_Survey_CTR_fy2024_sep_vol_jpn_pic_20250331.pptx,provisional-from-snippet,"Chart-read estimate of the cumulative-infusions line at 2024 (left axis 0-2000); registry data to end of September 2024. JDCHCT slide decks carry the charts as images; the Blood Advances 2026 nationwide LBCL registry analysis (ashpublications.org, 2019-2024) may give exact counts but was not fetched."
ANZTCT Registry (formerly ABMTRR),Australia/New Zealand,2024,CAR-T all,,patients,,"The 2025 Annual Data Summary is now available ... Free for contributing clinicians, $4,000 (excluding GST) for other interested parties",ANZTCT Registry Annual Data Summary 2025 (abmtrr.org domain is now parked),https://anztct.org.au/registry/annual-data-summary/,gap,Registry records CAR-T (TGA/MSAC condition of approval) but the Annual Data Summary is paywalled for non-contributors and no CAR-T totals appear on the public pages. APBMT Annual Report 2024 states a non-HSCT cellular therapy survey began with 2024 data but prints no country counts.
