product_key,nct,brief_title,official_title,start_date,status,study_type,phases,sponsor,interventions,matched_by
amtagvi,NCT06151847,Lifileucel With Reduced Dose Fludarabine/Cyclophosphamide Lymphodepletion and Interleukin-2 for the Treatment of Patients With Unresectable or Metastatic Melanoma,Reduced Dose Fludarabine/Cyclophosphamide Lymphodepletion Before Tumor-Infiltrating Lymphocyte Therapy With Lifileucel in Metastatic Melanoma,2023-12-21,COMPLETED,INTERVENTIONAL,PHASE2,University of Kansas Medical Center,Biospecimen Collection|Cyclophosphamide|Echocardiography|Fludarabine|Interleukin-2|Lifileucel|Magnetic Resonance Imaging|Multigated Acquisition Scan|Tumor Resection,search
amtagvi,NCT02360579,"Study of Lifileucel (LN-144), Autologous Tumor Infiltrating Lymphocytes, in the Treatment of Patients With Metastatic Melanoma","A Phase 2, Multicenter Study to Assess the Efficacy and Safety of Autologous Tumor Infiltrating Lymphocytes (LN-144) for Treatment of Patients With Metastatic Melanoma",2015-09-24,COMPLETED,INTERVENTIONAL,PHASE2,"Iovance Biotherapeutics, Inc.",Lifileucel,search
amtagvi,NCT05640193,A Study of LN-144 in People With Metastatic Melanoma to the Brain,Pilot Trial of Lifileucel (LN-144) for Patients With Asymptomatic Melanoma Brain Metastases and Progression on Prior PD1 Therapy,2022-11-25,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE1,Memorial Sloan Kettering Cancer Center,Lifileucel (LN-144),search
amtagvi,NCT06743126,"SUPRAME-ACTengine® IMA203 vs. Investigator's Choice of Treatment in Previously Treated, Unresectable or Metastatic Cutaneous Melanoma","A Prospective, Multicenter, Open-label, Randomized, Actively Controlled, Parallel-group Phase 3 Clinical Trial to Evaluate Efficacy, Safety, and Tolerability of IMA203 Versus Investigator's Choice of Treatment in Patients With Previously Treated, Unresectable or Metastatic Cutaneous Melanoma (ACTengine® IMA203-301)",2025-01-14,RECRUITING,INTERVENTIONAL,PHASE3,"Immatics US, Inc.",IMA203|nivolumab plus relatlimab|lifileucel|nivolumab|pembrolizumab|ipilimumab|Dacarbazine|temozolomide|paclitaxel|paclitaxel plus carboplatin|Albumin-Bound Paclitaxel,search
amtagvi,NCT06940739,A Study to Investigate the Safety and Efficacy of IOV-3001 in Adults With Advanced Melanoma Who Will Receive Lifileucel,"A Phase 1/2, Open-label Study of a Modified Interleukin-2 Fusion Protein (IOV-3001) in Participants With Previously Treated, Unresectable or Metastatic Melanoma Who Will Receive Lifileucel",2025-03-11,RECRUITING,INTERVENTIONAL,PHASE1|PHASE2,"Iovance Biotherapeutics, Inc.",IOV-3001,search
amtagvi,NCT03645928,Study of Autologous Tumor Infiltrating Lymphocytes in Patients With Solid Tumors,"A Phase 2, Multicenter Study of Autologous Tumor Infiltrating Lymphocytes (LN 144/LN-145/LN-145-S1) in Patients With Solid Tumors",2019-05-07,TERMINATED,INTERVENTIONAL,PHASE2,"Iovance Biotherapeutics, Inc.",Lifileucel|LN-145|Pembrolizumab|LN-145-S1|Ipilimumab|Nivolumab|Nivolumab-relatlimab|Cisplatin|Carboplatin|Paclitaxel|Nab paclitaxel|Pemetrexed,search
provenge,NCT01818986,Sipuleucel-T and Stereotactic Ablative Body Radiation (SABR) for Metastatic Castrate-resistant Prostate Cancer (mCRPC),Phase II Trial of Sipuleucel-T and Stereotactic Ablative Body Radiation (SABR) for Patients With Metastatic Castrate-resistant Prostate Cancer (mCRPC),2013-07-10,COMPLETED,INTERVENTIONAL,PHASE2,University of Texas Southwestern Medical Center,Sipuleucel-T|Stereotactic Ablative Body Radiation,search
provenge,NCT02793765,Docetaxel Followed by Provenge in Metastatic Prostate Cancer,Docetaxel Followed by Provenge in Castration-Resistant Prostate Cancer,2016-12,WITHDRAWN,INTERVENTIONAL,PHASE2,"The University of Texas Health Science Center, Houston",Docetaxel|Sipuleucel-T,search
provenge,NCT01174368,"Efficacy Trial of the Implantation of Mouse Renal Adenocarcinoma Macrobeads in Subjects With Castration-Resistant Prostate Cancer Resistant to Taxanes (Docetaxel, Cabazitaxel) and Evidence of Disease Progression on Androgen-axis Inhibition and/or Immunotherapy in the Form of Sipuleucel-T","An Open-Label, Phase II Efficacy Trial of the Implantation of Mouse Renal Adenocarcinoma Cell-Containing Agarose-Agarose Macrobeads in the Treatment of Subjects With Castration-Resistant Prostate Cancer Resistant to Taxanes (Docetaxel, Cabazitaxel) and Evidence of Disease Progression on Androgen-axis Inhibition and/or Immunotherapy in the Form of Sipuleucel-T",2010-06,COMPLETED,INTERVENTIONAL,PHASE2,The Rogosin Institute,Cancer Macrobead placement in abdominal cavity,search
provenge,NCT02159950,Sipuleucel-T With or Without Tasquinimod in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer,A Phase II Randomized Open Label Study of Sipuleucel-T vs. Sipuleucel-T and Tasquinimod in Patients With Metastatic Castrate-Resistant Prostate Cancer (CRPC),2015-01,COMPLETED,INTERVENTIONAL,PHASE2,Roswell Park Cancer Institute,Laboratory Biomarker Analysis|Sipuleucel-T|Tasquinimod,search
provenge,NCT02042053,PET/MR Assessment of Sipuleucel T Treatment for Metastatic Castration Resistant Prostate Cancer,Multimodality Imaging Assessment of Sipuleucel T Treatment and in Vivo Immune Response of Metastatic Castration Resistant Prostate Cancer Patients,2014-01,TERMINATED,INTERVENTIONAL,NA,NYU Langone Health,PET/CT|PET/MRI,search
provenge,NCT01338012,Sipuleucel-T in Metastatic Castrate Resistant Prostate Cancer,An Open-Label Multicenter Study of Sipuleucel-T in Metastatic Castrate Resistant Prostate Cancer Patients Previously Treated With Sipuleucel-T on Dendreon Study P-11 (NCT00779402),2011-12,TERMINATED,INTERVENTIONAL,PHASE2,Dendreon,sipuleucel-T,search
provenge,NCT05751941,Study of Sipuleucel-T With or Without Continuing New Hormonal Agents in Metastatic Prostate Cancer,A Phase II Randomized Study of Sipuleucel-T With or Without Continuing New Hormonal Agents (NHA) in Metastatic Prostate Cancer With PSA Progression While on NHA and LHRH Analog,2023-02-14,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,H. Lee Moffitt Cancer Center and Research Institute,Abiraterone|Enzalutamide|Apalutamide|Sipuleucel-T,search
provenge,NCT03024216,Clinical Study of Atezolizumab (Anti-PD-L1) and Sipuleucel-T in Patients With Asymptomatic or Minimally Symptomatic Metastatic Castrate Resistant Prostate Cancer,Phase Ib Study Assessing Different Sequencing Regimens of Atezolizumab (Anti-PD-L1) and Sipuleucel-T in Patients Who Have Asymptomatic or Minimally Symptomatic Metastatic Castrate Resistant Prostate Cancer,2017-02-06,COMPLETED,INTERVENTIONAL,PHASE1,University of Hawaii,Atezolizumab1200 mg IV|Sipuleucel-T,search
provenge,NCT01981122,A Study of Sipuleucel-T With Administration of Enzalutamide in Men With Metastatic Castrate-Resistant Prostate Cancer,"A Randomized, Open-label, Phase 2 Study of Sipuleucel-T With Concurrent Versus Sequential Administration of Enzalutamide in Men With Metastatic Castrate-Resistant Prostate Cancer",2013-09,COMPLETED,INTERVENTIONAL,PHASE2,Dendreon,sipuleucel-T|enzalutamide,search
provenge,NCT07219147,177^Lu-PSMA-617 in Combination With Sipuleucel-T for the Treatment of Metastatic Castration-Resistant Prostate Cancer,Pilot Study of ¹⁷⁷Lu-PSMA-617 in Combination With Sipuleucel-T in Patients With Metastatic Castration-Resistant Prostate Cancer,2026-03-06,RECRUITING,INTERVENTIONAL,PHASE1,City of Hope Medical Center,Biospecimen Collection|Bone Scan|Computed Tomography|Leukapheresis|Lutetium Lu 177 Vipivotide Tetraxetan|Magnetic Resonance Imaging|PSMA PET Scan|Sipuleucel-T,search
provenge,NCT00005947,Vaccine Therapy in Treating Patients With Metastatic Prostate Cancer That Has Not Responded to Hormone Therapy,"A Randomized, Double Blind, Placebo Controlled Trial of Immunotherapy With Autologous Antigen-Loaded Dendritic Cells (Provenge) for Asymptomatic Metastatic Hormome-Refractory Prostate Cancer",1999-11,COMPLETED,INTERVENTIONAL,PHASE3,Dendreon,sipuleucel-T|Placebo,search
provenge,NCT01706458,Provenge With or Without pTVG-HP DNA Booster Vaccine in Prostate Cancer,"Pilot Trial of Sipuleucel-T, With or Without pTVG-HP DNA Booster Vaccine, in Patients With Castrate-Resistant, Metastatic Prostate Cancer",2013-05-20,COMPLETED,INTERVENTIONAL,PHASE2,"University of Wisconsin, Madison",sipuleucel-T|DNA Vaccine,search
provenge,NCT01804465,Sipuleucel-T With Immediate vs. Delayed Cytotoxic T-Lymphocyte-Associated Protein 4 (CTLA-4) Blockade for Prostate Cancer,A Randomized Phase 2 Trial of Immediate vs. Delayed Anti-CTLA4 Blockade Following Sipuleucel-T Treatment for Prostate Cancer Immunotherapy,2014-04-22,COMPLETED,INTERVENTIONAL,PHASE2,"University of California, San Francisco",SipT Treatment|Ipilimumab,search
provenge,NCT05806814,Sipuleucel-T Based Autologous Cellular Immunotherapy for Advanced Prostate Cancer,Pilot Trial to Investigate Immune Response to an Extended Course of Sipuleucel-T Immunotherapy in Patients With Metastatic Castration-resistant Prostate Cancer (OU-SCC-EXCITE),2023-11-12,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE1,University of Oklahoma,Sipuleucel-T,search
provenge,NCT00027599,APC8015 and Bevacizumab in Treating Patients With Prostate Cancer,A Phase II Study Of Prostatic Acid Phosphatase-Pulsed Dendritic Cells (Provenge) In Combination With Bevacizumab In Patients With Serologic Progression Of Prostate Cancer After Definitive Local Therapy,2001-12,COMPLETED,INTERVENTIONAL,PHASE2,National Cancer Institute (NCI),bevacizumab|prostatic acid phosphatase-sargramostim fusion protein|sipuleucel-T|therapeutic autologous dendritic cells|in vitro-treated peripheral blood stem cell transplantation,search
provenge,NCT01807065,Sipuleucel-T With or Without Radiation Therapy in Treating Patients With Hormone-Resistant Metastatic Prostate Cancer,Randomized Phase II Trial of Sipuleucel T Immunotherapy Preceded by Sensitizing Radiation Therapy and Sipuleucel-T Alone in Patients With Castrate Resistant Metastatic Prostate Cancer,2013-06-07,COMPLETED,INTERVENTIONAL,PHASE2,City of Hope Medical Center,sipuleucel-T|external beam radiation therapy|laboratory biomarker analysis,search
provenge,NCT00715104,Sipuleucel-T as Neoadjuvant Treatment in Prostate Cancer,"An Open Label, Phase 2 Trial of Immunotherapy With Sipuleucel-T (Provenge®) as Neoadjuvant Treatment in Men With Localized Prostate Cancer",2008-07,COMPLETED,INTERVENTIONAL,PHASE2,Dendreon,Sipuleucel-T with Booster|Sipuleucel-T without Booster,search
provenge,NCT01477749,Sipuleucel-T Manufacturing Demonstration Study,"An Open-Label Study Study of Sipuleucel-T in European Men With Metastatic, Castrate Resistant Prostate Cancer",2012-06,COMPLETED,INTERVENTIONAL,PHASE2,Dendreon,sipuleucel-T,search
provenge,NCT03686683,Open- Label Trial of Sipuleucel-T Administered to Active Surveillance Patients for Newly Diagnosed Prostate Cancer,"A Randomized Phase 3, Open-Label Trial of Sipuleucel-T Administered To Patients On Active Surveillance For Newly Diagnosed Prostate Cancer",2018-10-18,COMPLETED,INTERVENTIONAL,PHASE3,Dendreon,sipuleucel-T,search
provenge,NCT02036918,Dendreon Lymph Node Biopsy in Metastatic Castrate-Resistant Prostate Cancer,Evaluation of Lymph Node Metastases in Men Undergoing Treatment With Sipuleucel-T for Metastatic Castrate-resistant Prostate Cancer,2014-03,COMPLETED,INTERVENTIONAL,PHASE1,Duke University,Sipuleucel-T|Lymph Node Biopsy,search
provenge,NCT06100705,Sipuleucel-T Combined With Bipolar Androgen Therapy in Men With mCRPC,"A Single Arm Open-label, Phase II Study of Sipuleucel-T With Bipolar Androgen Therapy in Men With Metastatic Castration-resistant Prostate Cancer",2023-12-20,RECRUITING,INTERVENTIONAL,PHASE2,Yale University,Testosterone Cypionate|Sipuleucel-T,search
provenge,NCT00065442,Provenge® (Sipuleucel-T) Active Cellular Immunotherapy Treatment of Metastatic Prostate Cancer After Failing Hormone Therapy,"A Randomized, Double Blind, Placebo Controlled Phase 3 Trial of Immunotherapy With Autologous Antigen Presenting Cells Loading With PA2024 (Provenge(R), APC8015) in Men With Metastatic Androgen Independent Prostatic Adenocarcinoma",2003-07,COMPLETED,INTERVENTIONAL,PHASE3,Dendreon,Sipuleucel-T|APC-Placebo,search
provenge,NCT01833208,Radiation Therapy in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer Receiving Sipuleucel-T,"Pilot: Impact of High-Dose, Single Fraction Radiation on Immunogenicity of Sipuleucel-T in Metastatic Castration Recurrent Prostate Cancer Patients",2013-07-03,COMPLETED,INTERVENTIONAL,NA,Roswell Park Cancer Institute,Laboratory Biomarker Analysis|Radiation Therapy,search
provenge,NCT02793219,Provenge Followed by Docetaxel in Castration-Resistant Prostate Cancer,Provenge Followed by Docetaxel in Castration-Resistant Prostate Cancer,2016-12,WITHDRAWN,INTERVENTIONAL,PHASE2,"The University of Texas Health Science Center, Houston",Sipuleucel-T|Docetaxel,search
provenge,NCT01133704,"Immunotherapy With APC8015 (Sipuleucel-T, Provenge) for Asymptomatic, Metastatic, Hormone-Refractory Prostate Cancer","A Randomized, Double Blind, Placebo Controlled Trial of Immunotherapy With Autologous Antigen-Loaded Dendritic Cells (Provenge®, APC8015) for Asymptomatic, Metastatic, Hormone-Refractory Prostate Cancer",2000-05,COMPLETED,INTERVENTIONAL,PHASE3,Dendreon,sipuleucel-T|APC-Placebo,search
provenge,NCT03329742,Sipuleucel-T and Low-protein Diet in Patients With Metastatic Castrate-resistant Prostate Cancer,A Pilot Feasibility Study of Sipuleucel-T vs. Sipuleucel-T and Low-protein Diet in Patients With Metastatic Castrate-resistant Prostate Cancer (CRPC),2017-12-19,COMPLETED,INTERVENTIONAL,NA,Indiana University,Low protein diet|Control protein diet,search
provenge,NCT07756593,Sipuleucel-T (Sip-T) in Combination With N-803 in Metastatic Androgen Pathway Modulation Resistant (mAPMR) Prostate Cancer,A Phase Ib Study Evaluating the Safety and Tolerability of Sipuleucel-T (Sip-T) in Combination With N-803 in Patients With Metastatic Androgen Pathway Modulation Resistant (mAPMR) Prostate Cancer,2026-11-30,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE1,Washington University School of Medicine,Sipuleucel-T|N803,search
provenge,NCT02463799,Study of Sipuleucel-T W/ or W/O Radium-223 in Men With Asymptomatic or Minimally Symptomatic Bone-MCRPC,A Phase 2 Study of Sipuleucel-T With or Without Radium-223 in Men With Asymptomatic or Minimally Symptomatic Bone-Metastatic Castrate-Resistant Prostate Cancer,2016-02-22,COMPLETED,INTERVENTIONAL,PHASE2,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Radium-223|Sipuleucel-T,search
provenge,NCT01881867,CYT107 After Vaccine Treatment (Provenge®) in Patients With Metastatic Castration-Resistant Prostate Cancer,Phase 2 Study of Recombinant Glycosylated Human Interleukin-7 (CYT107) After Completion of Standard Therapy With Sipuleucel-T (Provenge®) in Pts w/ Asymptomatic or Minimally Symptomatic Metastatic Castration-Resistant Prostate Cancer(mCRPC),2013-09-10,COMPLETED,INTERVENTIONAL,PHASE2,Fred Hutchinson Cancer Center,Glycosylated Recombinant Human Interleukin-7|Laboratory Biomarker Analysis,search
provenge,NCT01560923,Phase II Study of Sipuleucel-T and Indoximod for Patients With Refractory Metastatic Prostate Cancer,"A Randomized, Double-Blind Phase II Study of Sipuleucel-T (Provenge®) Followed by Indoximod or Placebo in the Treatment of Patients With Asymptomatic or Minimally Symptomatic Metastatic Castration Resistant Prostate Cancer",2012-10-01,COMPLETED,INTERVENTIONAL,PHASE2,"Masonic Cancer Center, University of Minnesota",Indoximod|Sipuleucel-T|Placebo,search
provenge,NCT06134232,Metastatic Castrate-Resistant Prostate Cancer Subjects Treated With PROVENGE® + One Infusion of Sipuleucel-T,"An Open -Label, Multicenter Study of Subjects With Metastatic Castrate-Resistant Prostate Cancer Treated With PROVENGE ® and Boosted With A Single Infusion of Sipuleucel-T to Measure Immune Response",2023-10-02,RECRUITING,INTERVENTIONAL,PHASE2,Dendreon,Sipuleucel-T Injection,search
provenge,NCT01832870,Sipuleucel-T and Ipilimumab for Advanced Prostate Cancer,Phase 1 Study of Sipuleucel-T and Ipilimumab in Combination for Advanced Prostate Cancer,2013-04,COMPLETED,INTERVENTIONAL,PHASE1,"Prostate Oncology Specialists, Inc.",sipuleucel-T|ipilimumab,search
provenge,NCT01420965,"Sipuleucel-T, CT-011, and Cyclophosphamide for Advanced Prostate Cancer",A Pilot Study to Test the Feasibility and Immunologic Impact of Sipuleucel-T (Provenge) Administered With or Without Anti-PD-1 mAb (CT-011) and Low Dose Cyclophosphamide in Men With Advanced Castrate-Resistant Prostate Cancer,2012-09,TERMINATED,INTERVENTIONAL,PHASE2,Augusta University,CT-011 (Anti-PD1 Antibody)|Sipuleucel-T (Provenge)|Cyclophosphamide,search
provenge,NCT00901342,Open Label Study of Sipuleucel-T in Metastatic Prostate Cancer,An Open Label Study of Sipuleucel-T in Men With Metastatic Castrate Resistant Prostate Cancer,2009-10,COMPLETED,INTERVENTIONAL,PHASE2,Dendreon,sipuleucel-T,search
provenge,NCT01487863,Concurrent vs. Sequential Sipuleucel-T & Abiraterone Treatment in Men With Metastatic Castrate Resistant Prostate Cancer,"A Randomized, Open-label, Phase 2 Trial of Sipuleucel-T With Concurrent Versus Sequential Administration of Abiraterone Acetate Plus Prednisone in Men With Metastatic Castrate Resistant Prostate Cancer (mCRPC)",2011-12,COMPLETED,INTERVENTIONAL,PHASE2,Dendreon,sipuleucel-T|abiraterone acetate,search
provenge,NCT01431391,Sequencing of Sipuleucel-T and ADT in Men With Non-metastatic Prostate Cancer,"A Randomized, Open-Label, Phase 2 Trial Examining the Sequencing of Sipuleucel-T and Androgen Deprivation Therapy in Men With Non-metastatic Prostate Cancer and a Rising Serum Prostate Specific Antigen After Primary Therapy",2011-09,COMPLETED,INTERVENTIONAL,PHASE2,Dendreon,sipuleucel-T|leuprolide acetate,search
provenge,NCT00779402,PROvenge Treatment and Early Cancer Treatment,"Autologous PAP-loaded Dendritic Cell Vaccine (Sipuleucel-T, APC8015, Provenge®) in Patients With Non-metastatic Prostate Cancer Who Experience PSA Elevation Following Radical Prostatectomy: a Randomized, Controlled, Double-blind Trial",2001-10,COMPLETED,INTERVENTIONAL,PHASE3,Dendreon,Control|Sipuleucel-T,search
provenge,NCT00715078,To Evaluate Sipuleucel-T Manufactured With Different Concentrations of (PA2024) Antigen,"A Randomized, Multicenter, Single Blind Study in Men With Metastatic Androgen Independent Prostate Cancer to Evaluate Sipuleucel-T Manufactured With Different Concentrations of PA2024 Antigen",2008-10,COMPLETED,INTERVENTIONAL,PHASE2,Dendreon,sipuleucel-T,search
ryoncil,NCT02336230,"A Prospective Study of Remestemcel-L, Ex-vivo Cultured Adult Human Mesenchymal Stromal Cells, for the Treatment of Pediatric Participants Who Have Failed to Respond to Steroid Treatment for Acute Graft-Versus-Host Disease (aGVHD)","A Single-arm, Prospective Study of Remestemcel-L, Ex-vivo Culture-Expanded Adult Human Mesenchymal Stromal Cells, for the Treatment of Pediatric Patients Who Have Failed to Respond to Steroid Treatment for Acute GVHD",2015-06-04,COMPLETED,INTERVENTIONAL,PHASE3,"Mesoblast, Inc.",remestemcel-L,search
ryoncil,NCT00877903,Prochymal® (Human Adult Stem Cells) Intravenous Infusion Following Acute Myocardial Infarction (AMI),"A Phase II, Multi-center, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety and Efficacy of PROCHYMAL® (Ex Vivo Cultured Adult Human Mesenchymal Stem Cells) Intravenous Infusion Following Acute Myocardial Infarction",2009-03-30,COMPLETED,INTERVENTIONAL,PHASE2,"Mesoblast, Inc.",Prochymal®|Placebo,search
ryoncil,NCT00562497,Efficacy and Safety of Prochymal® Infusion in Combination With Corticosteroids for the Treatment of Newly Diagnosed Acute Graft Versus Host Disease (GVHD),"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Prochymal® Infusion in Combination With Corticosteroids for the Treatment of Newly Diagnosed Acute GVHD",2008-01-31,COMPLETED,INTERVENTIONAL,PHASE3,"Mesoblast, Inc.",Prochymal®|Placebo|Corticosteroid,search
ryoncil,NCT04371393,MSCs in COVID-19 ARDS,Mesenchymal Stromal Cells for the Treatment of Moderate to Severe COVID-19 Acute Respiratory Distress Syndrome,2020-04-30,TERMINATED,INTERVENTIONAL,PHASE3,Icahn School of Medicine at Mount Sinai,Remestemcel-L|Placebo,search
ryoncil,NCT00543374,Extended Evaluation of PROCHYMAL® Adult Human Stem Cells for Treatment-Resistant Moderate-to-Severe Crohn's Disease,"A Phase III, Multicenter, Placebo-controlled, Randomized, Double-blind Durability and Retreatment Study to Evaluate the Safety and Efficacy of PROCHYMAL® (ex Vivo Cultured Adult Human Mesenchymal Stem Cells) Intravenous Infusion for the Maintenance and Re-induction of Clinical Benefit and Remission in Subjects Experiencing Treatment-refractory Moderate-to-severe Crohn's Disease",2007-09-17,COMPLETED,INTERVENTIONAL,PHASE3,"Mesoblast, Inc.",Placebo|PROCHYMAL adult human mesenchymal stem cells,search
ryoncil,NCT01233960,Evaluation of PROCHYMAL® for Treatment-refractory Moderate-to-severe Crohn's Disease,"A Multicenter, Open-label Study to Evaluate the Safety of PROCHYMAL® (Remestemcel-L) Intravenous Infusion in Subjects Who Have Received Previous Remestemcel-L Induction Treatment for Treatment-refractory Moderate-to-severe Crohn's Disease",2010-11-29,COMPLETED,INTERVENTIONAL,PHASE3,"Mesoblast, Inc.",Prochymal®,search
ryoncil,NCT04543994,Study of Mesenchymal Stem Cells for the Treatment of Medically Refractory Ulcerative Colitis (UC),"A Phase IB/IIA Study of Remestemcel-L, an ex Vivo Culture-expanded Adult Allogeneic Bone Marrow Derived Mesenchymal Stem Cell Product, for the Treatment of Medically Refractory Ulcerative Colitis",2020-11-10,TERMINATED,INTERVENTIONAL,PHASE1|PHASE2,The Cleveland Clinic,Remestemcel-L|Remestemcel-L|Placebo,search
ryoncil,NCT00683722,PROCHYMAL™ (Human Adult Stem Cells) for the Treatment of Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD),"A Phase II, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety and Efficacy of PROCHYMAL™ (ex Vivo Cultured Adult Human Mesenchymal Stem Cells) Intravenous Infusion for the Treatment of Subjects With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)",2008-03-20,COMPLETED,INTERVENTIONAL,PHASE2,"Mesoblast, Inc.",Prochymal™|Placebo,search
ryoncil,NCT00690066,PROCHYMAL® (Human Adult Stem Cells) for the Treatment of Recently Diagnosed Type 1 Diabetes Mellitus (T1DM),"A Phase II, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of PROCHYMAL® (Ex Vivo Cultured Adult Human Mesenchymal Stem Cells) for the Treatment of Recently Diagnosed Type 1 Diabetes Mellitus",2008-06-11,COMPLETED,INTERVENTIONAL,PHASE2,"Mesoblast, Inc.",PROCHYMAL®|Placebo,search
ryoncil,NCT00294112,Prochymal™ Adult Human Mesenchymal Stem Cells for Treatment of Moderate-to-severe Crohn's Disease,"A Phase II, Open-label, Randomized Study to Evaluate the Safety and Efficacy of PROCHYMAL™ IBD (ex Vivo Cultured Adult Human Mesenchymal Stem Cells) Intravenous Infusion for the Treatment of Subjects Experiencing Moderate-to-severe Crohn's Disease That is Refractory to Steroids and Immune Suppressants",2006-03-13,COMPLETED,INTERVENTIONAL,PHASE2,"Mesoblast, Inc.",Prochymal™ adult human mesenchymal stem cells|adult human mesenchymal stem cells,search
ryoncil,NCT00136903,Safety and Efficacy Study of Adult Human Mesenchymal Stem Cells to Treat Acute Graft Versus Host Disease (GVHD),"A Phase II, Randomized Study to Evaluate the Safety and Efficacy of Prochymal® (Ex-vivo Cultured Adult Human Mesenchymal Stem Cells) For the Treatment of Acute GVHD in Patients Who Receive Allogeneic Hematopoietic Stem Cell Transplantation",2005-04-27,COMPLETED,INTERVENTIONAL,PHASE2,"Mesoblast, Inc.",Prochymal® - 2 Million cells/kg|Prochymal®- 8 Million cells/kg|Methylprednisolone|Prednisone|Cyclosporine|Tacrolimus|Mycophenolate Mofetil,search
ryoncil,NCT00366145,Efficacy and Safety of Adult Human Mesenchymal Stem Cells to Treat Steroid Refractory Acute Graft Versus Host Disease (GVHD),"A Phase III, Randomized, Double Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Prochymal® (Ex-vivo Cultured Adult Human Mesenchymal Stem Cells) Infusion for the Treatment of Patients Who Have Failed to Respond to Steroid Treatment for Acute GVHD",2006-08-17,COMPLETED,INTERVENTIONAL,PHASE3,"Mesoblast, Inc.",Prochymal®|Placebo|Standard of Care for GVHD,search
ryoncil,NCT07568535,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Phase III Trial of Remestemcel-L-rknd Added to Ruxolitinib for Grade III-IV Steroid-Refractory Acute Graft-Versus-Host Disease","A Randomized, Double-Blind, Placebo-Controlled, Multicenter Phase III Trial of Remestemcel-L-rknd Added to Ruxolitinib for Grade III-IV Steroid-Refractory Acute Graft-Versus-Host Disease",2026-08-31,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE3,"Mesoblast, Ltd.",Remestemcel-L-rknd|Placebo,search
ryoncil,NCT02652130,Safety Follow-up of Treatment With Remestemcel-L in Pediatric Participants Who Have Failed to Respond to Steroid Treatment for Acute GVHD,Safety Follow-up Through 180 Days of Treatment With Remestemcel-L in Study MSB-GVHD001 in Pediatric Patients Who Have Failed to Respond to Steroid Treatment for Acute GVHD,2015-10-28,COMPLETED,INTERVENTIONAL,PHASE3,"Mesoblast, Inc.",Remestemcel-L,search
ryoncil,NCT00482092,Evaluation of PROCHYMAL® Adult Human Stem Cells for Treatment-resistant Moderate-to-severe Crohn's Disease,"A Phase III, Multicenter, Placebo-controlled, Randomized, Double-blind Study to Evaluate the Safety and Efficacy of PROCHYMAL® (ex Vivo Cultured Adult Human Mesenchymal Stem Cells) Intravenous Infusion for the Induction of Remission in Subjects Experiencing Treatment-refractory Moderate-to-severe Crohn's Disease",2007-09-17,COMPLETED,INTERVENTIONAL,PHASE3,"Mesoblast, Inc.",Prochymal®|Placebo,search
ryoncil,NCT00284986,Safety and Efficacy of Prochymal for the Salvage of Treatment-Refractory Acute GVHD Participants,A Phase II Open Label Study to Evaluate the Safety and Efficacy of Prochymal (Ex-vivo Cultured Adult Human Mesenchymal Stem Cells) Infusion for the Salvage of Treatment-Refractory Acute GVHD Patients,2005-11-18,COMPLETED,INTERVENTIONAL,PHASE2,"Mesoblast, Inc.",Prochymal,search
ryoncil,NCT04548583,Study of Mesenchymal Stem Cells for the Treatment of Medically Refractory Crohn's Colitis,"A Phase IB/IIA Study of Remestemcel-L, an Ex-vivo Culture-expanded Adult Allogeneic Bone Marrow Derived Mesenchymal Stem Cell Product for the Treatment of Medically Refractory Crohn's Colitis",2020-11-04,TERMINATED,INTERVENTIONAL,PHASE1|PHASE2,The Cleveland Clinic,Remestemcel-L|Remestemcel-L|Placebo,search
omisirge,NCT02730299,"Stem Cell Transplantation With NiCord® (Omidubicel) vs Standard UCB in Patients With Leukemia, Lymphoma, and MDS","A Multicenter, Randomized, Phase III Registration Trial of Transplantation of NiCord®, Ex Vivo Expanded, UCB-derived, Stem and Progenitor Cells, vs. Unmanipulated UCB for Patients With Hematological Malignancies",2016-12-16,COMPLETED,INTERVENTIONAL,PHASE3,Gamida Cell ltd,NiCord® (omidubicel)|Cord Blood Unit,search
omisirge,NCT04260698,"Expanded Access of Omidubicel, for Allogeneic Transplantation in Patients With Hematological Malignancies","An Open Label Expanded Access Study of Omidubicel, for Allogeneic Transplantation in Patients With Hematological Malignancies",2020-07-08,COMPLETED,INTERVENTIONAL,PHASE3,Gamida Cell ltd,omidubicel,search
