nct,title,status,start_date,why,phase,enrollment,sponsor,sponsor_class,conditions,interventions,fetched_date,precision_medicine_match,in_study_halted_set,start_year,stratum,cell_n,has_reason,names_financial_cause,names_financial_or_business,denies_safety_cause,why_s,blocker,biz
NCT04389229,OVSTAR TIL Trial (OVarian Cancer Co-STimulatory Antigen Receptor TIL Trial),WITHDRAWN,2020-07-01,Sponsor decision,PHASE1|PHASE2,0,Immetacyte Ltd,INDUSTRY,Ovarian Cancer Metastatic,cyclophosphamide|fludarabine|IL-2 (Proleukin)|Unmodified Tumour Infiltrating Lymphocytes (UTIL-01)|Gene modified Tumour Infiltrating Lymphocytes (CoTIL-01),2026-09-07,False,False,2020,phase 1/2 x 2019-2021,13,True,False,False,False,Sponsor decision,"Funding, business or strategic decision",True
NCT04101357,"Safety, Pharmacokinetics, Pharmacodynamics, and Preliminary Efficacy Trial of BNT411",TERMINATED,2020-06-19,Sponsor decision,PHASE1|PHASE2,54,BioNTech SE,INDUSTRY,Solid Tumor|Extensive-stage Small Cell Lung Cancer,BNT411|Atezolizumab|Carboplatin|Etoposide,2026-09-07,False,False,2020,phase 1/2 x 2019-2021,13,True,False,False,False,Sponsor decision,"Funding, business or strategic decision",True
NCT03866187,"Safety, Efficacy, Immunogenicity Study of GSK Biologicals' HBV Viral Vector and Adjuvanted Proteins Vaccine (GSK3528869A) in Adult Patients With Chronic Hepatitis B Infection",TERMINATED,2019-03-28,Following the primary phase (24 weeks post last vaccination) the predefined efficacy endpoint was not met. Noting the lack of efficacy and with the objective to prioritize participants' safety GSK has decided on the early termination of the study.,PHASE1|PHASE2,236,GlaxoSmithKline,INDUSTRY,"Hepatitis B, Chronic",ChAd155-hIi-HBV low dose formulation|ChAd155-hIi-HBV high dose formulation|HBc-HBs/AS01B-4 low dose formulation|HBc-HBs/AS01B-4 high dose formulation|MVA-HBV low dose formulation|MVA-HBV high dose formulation|Placebo,2026-09-07,False,False,2019,phase 1/2 x 2019-2021,13,True,False,True,False,Following the primary phase (24 weeks post last vaccination) the predefined efficacy endpoint was not met. Noting the lack of efficacy and with the objective to prioritize participants' safety GSK has decided on the early termination of the study.,Efficacy failure or futility,False
NCT05222165,Study With Infigratinib in Subjects With Advanced Solid and CNS Tumors or Recurrent or Progressive Low-Grade Glioma With Selected FGFR1-3 Alterations,WITHDRAWN,2021-10-01,The company decided to interrupt the development of the drug in all oncological indications,PHASE1|PHASE2,0,Helsinn Healthcare SA,INDUSTRY,Advanced Solid Tumor|CNS Tumor|Recurrent WHO Grade II Glioma,Infigratinib,2026-09-07,False,False,2021,phase 1/2 x 2019-2021,13,True,False,False,False,The company decided to interrupt the development of the drug in all oncological indications,"Funding, business or strategic decision",True
NCT04820023,Phase 1/2 Study of BBT-176 in Advanced NSCLC With Progression After EGFR TKI Treatment,TERMINATED,2021-04-02,Sponsor's decision considering the changing treatment landscape for NSCLC,PHASE1|PHASE2,45,"Bridge Biotherapeutics, Inc.",INDUSTRY,NSCLC,"BBT-176, QD|BBT-176, BID",2026-09-07,False,False,2021,phase 1/2 x 2019-2021,13,True,False,False,False,Sponsor's decision considering the changing treatment landscape for NSCLC,"Funding, business or strategic decision",True
NCT04174911,A Study to Evaluate the Safety and Efficacy of BOL-DP-o-08 in Patients With Endometriosis Syndrome.,WITHDRAWN,2019-01,covid 19,PHASE1|PHASE2,0,Breath of Life International Pharma Ltd,INDUSTRY,Endometriosis,BOL-DP-o-08|Placebo,2026-09-07,False,False,2019,phase 1/2 x 2019-2021,13,True,False,False,False,covid 19,COVID-19 disruption,False
NCT04157517,A Study of Modakafusp Alfa (TAK-573) Given by Itself and Together With Pembrolizumab in Adults With Advanced or Metastatic Solid Tumors,TERMINATED,2019-12-12,Study was terminated early due to futility.,PHASE1|PHASE2,45,Teva Branded Pharmaceutical Products R&D LLC,INDUSTRY,Neoplasms|Melanoma,Modakafusp Alfa|Pembrolizumab,2026-09-07,False,False,2019,phase 1/2 x 2019-2021,13,True,False,False,False,Study was terminated early due to futility.,Efficacy failure or futility,False
NCT04611321,Study of IBI318 in Patients With Advanced Cutaneous Squamous Cell Carcinoma,TERMINATED,2020-12-01,"Due to the company's development strategy adjustment, Innovent Biologics has decided not to continue this study after consultation with investigators.",PHASE1|PHASE2,15,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,Advanced Cutaneous Squamous Cell Carcinoma,IBI318,2026-09-07,False,False,2020,phase 1/2 x 2019-2021,13,True,True,True,False,"Due to the company's development strategy adjustment, Innovent Biologics has decided not to continue this study after consultation with investigators.","Funding, business or strategic decision",True
NCT03137030,A Comparison of Plasma Concentrations of Hydrocodone and Acetaminophen After Administration of Different Amounts of Tablets of a New and a Marketed Tablet Formulation in Healthy Adults,WITHDRAWN,2017-09,program discontinued,PHASE1,0,Grünenthal GmbH,INDUSTRY,"Opioid-Related Disorders|Pain, Acute|Pain, Postoperative",GRT7014 - Abuse Deterrend Tablet|Norco 5Mg-325Mg Tablet,2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,False,False,program discontinued,"Funding, business or strategic decision",True
NCT03134638,A Study of SY-1365 in Adult Patients With Advanced Solid Tumors,TERMINATED,2017-05-12,Business Decision,PHASE1,107,Syros Pharmaceuticals,INDUSTRY,Advanced Solid Tumors|Ovarian Cancer|Breast Cancer,SY-1365 (Part 1)|Carboplatin|Fulvestrant|SY-1365 (Cohort 2)|SY-1365 (Cohort 5)|SY-1365 (Part 2 Single Agent),2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,True,False,Business Decision,"Funding, business or strategic decision",True
NCT02951117,A Study of Venetoclax and ABBV-838 Combination Therapy With Dexamethasone in Participants With Multiple Myeloma Whose Cancer Has Come Back or Had No Response to Recent Cancer Treatment,WITHDRAWN,2017-08-31,No participants enrolled,PHASE1,0,AbbVie,INDUSTRY,Multiple Myeloma,Venetoclax|ABBV-838|Dexamethasone,2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,False,False,No participants enrolled,Recruitment or feasibility failure,False
NCT03499041,A Study of LY3314814 in Participants With Liver Impairment,WITHDRAWN,2018-06,Stopped for futility. Phase 3 studies not likely to meet primary endpoints.,PHASE1,0,Eli Lilly and Company,INDUSTRY,Hepatic Impairment,LY3314814,2026-09-07,False,False,2018,phase 1 x 2015-2018,12,True,False,False,False,Stopped for futility. Phase 3 studies not likely to meet primary endpoints.,Efficacy failure or futility,False
NCT02767349,Pharmacokinetics and Safety of MNK-155 in Postsurgical Adolescent Subjects With Moderate to Severe Acute Pain,WITHDRAWN,2016-01,,PHASE1,0,Mallinckrodt,INDUSTRY,Acute Pain,MNK-155,2026-09-07,False,False,2016,phase 1 x 2015-2018,12,False,False,False,False,,No reason stated,False
NCT03038230,MCLA-117 in Acute Myelogenous Leukemia,TERMINATED,2016-04,strategic considerations,PHASE1,80,Merus B.V.,INDUSTRY,Acute Myelogenous Leukemia|Acute Myeloid Leukemia,MCLA-117 bispecific antibody,2026-09-07,False,False,2016,phase 1 x 2015-2018,12,True,False,True,False,strategic considerations,"Funding, business or strategic decision",True
NCT03125876,A Phase Ib Study of CT053PTSA in Relapsed / Refractory Acute Myeloid Leukemia (AML),TERMINATED,2017-11-13,Company strategy adjustment,PHASE1,12,"Sunshine Lake Pharma Co., Ltd.",INDUSTRY,Acute Myeloid Leukemia (AML),CT053PTSA,2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,True,False,Company strategy adjustment,"Funding, business or strategic decision",True
NCT03114319,Dose Finding Study of TNO155 in Adult Patients With Advanced Solid Tumors,TERMINATED,2017-05-26,Business reasons and not due to any safety concerns,PHASE1,227,Novartis Pharmaceuticals,INDUSTRY,Advanced EGFR Mutant Non Small Cell LungCancer (NSCLC)|KRAS G12-mutant NSCLC|Esophageal Squamous Cell Cancer (SCC)|Head/Neck SCC|Melanoma|Advanced Gastrointestinal Stromal Tumors (GIST)|Advanced NRAS/BRAFT wt Cutaneous Melanoma,TNO155|TNO155 in combination with EGF816 (nazartinib),2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,True,True,Business reasons and not due to any safety concerns,"Funding, business or strategic decision",True
NCT03690154,A Phase 1 Study to Evaluate FN-1501 Monotherapy in Patients With Advanced Solid Tumors and R/R AML,TERMINATED,2018-07-23,Despite demonstrated safety and tolerability the trial was terminated early due to program re-prioritization in light of the competitive landscape.,PHASE1,67,Shanghai Fosun Pharmaceutical Industrial Development Co. Ltd.,INDUSTRY,"Advanced Cancer|Solid Tumors|Acute Myeloid Leukemia Refractory|Acute Myeloid Leukemia, in Relapse",FN-1501,2026-09-07,False,False,2018,phase 1 x 2015-2018,12,True,False,True,False,Despite demonstrated safety and tolerability the trial was terminated early due to program re-prioritization in light of the competitive landscape.,"Funding, business or strategic decision",True
NCT02929407,A Study to Investigate the Safety and Effect of the Study Drug (FE 204205) in Patients With Cirrhotic Portal Hypertension,TERMINATED,2016-11,Trial terminated due to difficult recruitment,PHASE1,4,Ferring Pharmaceuticals,INDUSTRY,Portal Hypertension,FE 204205|Placebo,2026-09-07,False,False,2016,phase 1 x 2015-2018,12,True,False,False,False,Trial terminated due to difficult recruitment,Recruitment or feasibility failure,False
NCT03059147,Phase 1 Study of SF1126 in Combination With Nivolumab in Patients With Advanced Hepatocellular Carcinoma,TERMINATED,2017-03-27,Lack of recruitment and sponsor's priority changes,PHASE1,7,"SignalRX Pharmaceuticals, Inc.",INDUSTRY,Advanced Hepatocellular Carcinoma,SF1126|Nivolumab,2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,False,False,Lack of recruitment and sponsor's priority changes,Recruitment or feasibility failure,False
NCT02931110,Study of IV CBL0137 in Previously Treated Hematological Subjects,TERMINATED,2017-01,Business reasons,PHASE1,5,Incuron,INDUSTRY,Hematological Malignancies,CBL0137,2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,True,False,Business reasons,"Funding, business or strategic decision",True
NCT02848001,A Dose-finding Study of CC-90009 in Subjects With Relapsed or Refractory Acute Myeloid Leukemia or Relapsed or Refractory Higher-risk Myelodysplastic Syndromes,TERMINATED,2016-11-14,Trial terminated because of lack of efficacy in the short term acute phase.,PHASE1,101,Celgene,INDUSTRY,"Leukemia, Myeloid, Acute|Myelodysplastic Syndromes",CC-90009,2026-09-07,False,False,2016,phase 1 x 2015-2018,12,True,False,False,False,Trial terminated because of lack of efficacy in the short term acute phase.,Efficacy failure or futility,False
NCT03148431,A Study of LY3002815 in Healthy Participants,TERMINATED,2017-05-24,due to business decisions,PHASE1,45,Eli Lilly and Company,INDUSTRY,Healthy,LY3002815|Placebo,2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,True,False,due to business decisions,"Funding, business or strategic decision",True
NCT03095547,Drug/Drug Interactions With F901318,WITHDRAWN,2017-05,study no longer required in current format,PHASE1,0,F2G Ltd,INDUSTRY,Invasive Aspergillosis,cyclosporine A|Posaconazole|Pantoprazole|F901318|Tacrolimus,2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,False,False,study no longer required in current format,Protocol redesign or replacement,False
NCT03358706,A Study to Evaluate the Effect of Ustekinumab on Cytochrome P450 Enzyme Activities Following Induction and Maintenance Dosing in Participants With Active Crohn's Disease or Ulcerative Colitis,TERMINATED,2018-02-02,The study was stopped as all post-marketing commitments had been fulfilled or released,PHASE1,28,"Janssen Research & Development, LLC",INDUSTRY,Crohn Disease|Ulcerative Colitis,Ustekinumab IV Infusion|Ustekinumab SC Injection|Midazolam 2 mg|Warfarin 10 mg|Vitamin K 10 mg|Omeprazole 20 mg|Dextromethorphan 30 mg|Caffeine 100 mg,2026-09-07,False,False,2018,phase 1 x 2015-2018,12,True,False,False,False,The study was stopped as all post-marketing commitments had been fulfilled or released,"Investigator, site or administrative",False
NCT03051035,First-in-Human Study of KO-947 in Non-Hematological Malignancies,TERMINATED,2017-04-06,Due to a strategic business decision Kura has stopped development of KO-947. Neither safety nor efficacy reasons were the cause of study termination.,PHASE1,61,"Kura Oncology, Inc.",INDUSTRY,Advanced Malignant Neoplasm,KO-947,2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,True,False,Due to a strategic business decision Kura has stopped development of KO-947. Neither safety nor efficacy reasons were the cause of study termination.,"Funding, business or strategic decision",True
NCT02698176,A Dose Exploration Study With Birabresib (MK-8628) in Participants With Selected Advanced Solid Tumors (MK-8628-006),TERMINATED,2016-05-04,This study was terminated due to limited efficacy and not due to safety reasons.,PHASE1,13,Merck Sharp & Dohme LLC,INDUSTRY,NUT Midline Carcinoma (NMC)|Triple Negative Breast Cancer (TNBC)|Non-small Cell Lung Cancer (NSCLC)|Castration-resistant Prostate Cancer (CRPC),Birabresib,2026-09-07,False,False,2016,phase 1 x 2015-2018,12,True,False,False,True,This study was terminated due to limited efficacy and not due to safety reasons.,Efficacy failure or futility,False
NCT02957032,A Study of the Tumor-targeting Human F16IL2 Monoclonal Antibody-cytokine Fusion Protein in Combination With Very Low-dose Cytarabine in Patients With AML Relapse After Allogeneic Hematopoietic Stem Cell Transplantation,TERMINATED,2016-04-13,New agents for the same indication impacted on patients' recruitment,PHASE1,30,Philogen S.p.A.,INDUSTRY,"Acute Myeloid Leukemia, Relapsed, Adult",F16IL2|cytarabine,2026-09-07,False,False,2016,phase 1 x 2015-2018,12,True,False,False,False,New agents for the same indication impacted on patients' recruitment,Recruitment or feasibility failure,False
NCT04510415,Olmutinib 600 mg QD in Patients With T790M-positive NSCLC After Treatment With an EGFR-TKI,TERMINATED,2018-03-29,Study termination by the Sponsor,PHASE1,2,Hanmi Pharmaceutical Company Limited,INDUSTRY,Non Small Cell Lung Cancer,Olmutinib,2026-09-07,False,False,2018,phase 1 x 2015-2018,12,True,False,False,False,Study termination by the Sponsor,"Funding, business or strategic decision",True
NCT02674555,"A Study to Investigate the Absorption, Metabolism and Excretion of [14C]ASP8273 in Subjects With Solid Tumors",WITHDRAWN,2016-11-15,"Following recommendation by SOLAR Study IDMC, Astellas closed enrollment in ASP8273 studies.",PHASE1,0,"Astellas Pharma Global Development, Inc.",INDUSTRY,Epidermal Growth Factor Receptor (EGFR) Mutations|Solid Tumors,radio-labeled naquotinib|naquotinib,2026-09-07,False,False,2016,phase 1 x 2015-2018,12,True,False,False,False,"Following recommendation by SOLAR Study IDMC, Astellas closed enrollment in ASP8273 studies.",Unclear,False
NCT02683395,A Study of PLX51107 in Advanced Malignancies,TERMINATED,2016-03,Business Decision,PHASE1,50,Plexxikon,INDUSTRY,Solid Tumors|Acute Myeloid Leukemia|Myelodysplastic Syndrome|Non-Hodgkin's Lymphoma,PLX51107,2026-09-07,False,False,2016,phase 1 x 2015-2018,12,True,False,True,False,Business Decision,"Funding, business or strategic decision",True
NCT03020784,Safety and Tolerability of PF-06818883 in Healthy Subjects,TERMINATED,2016-11-11,The study was terminated on 16JUN2017 for safety reasons,PHASE1,30,Pfizer,INDUSTRY,Healthy,Placebo|PF-06818883,2026-09-07,False,False,2016,phase 1 x 2015-2018,12,True,False,False,False,The study was terminated on 16JUN2017 for safety reasons,Safety or toxicity,False
NCT03096340,Safety and Pharmacokinetic Study of IT-141 in Monotherapy in Patients With Advanced Cancer,TERMINATED,2017-03-23,Terminated by sponsor.,PHASE1,10,"Intezyne Technologies, Inc.",INDUSTRY,Cancer|Neoplasms|Tumors|Refractory Solid Tumors|Recurrent Solid Tumors,IT-141,2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,False,False,Terminated by sponsor.,"Funding, business or strategic decision",True
NCT02529241,"An Open-label, Single Dose, Parallel Design, Phase 1 Clinical Study of LCB01-0371",TERMINATED,2015-07,,PHASE1,12,"LigaChem Biosciences, Inc.",INDUSTRY,Healthy,Group 1:LCB01-0371|Group 2:LCB01-0371,2026-09-07,False,False,2015,phase 1 x 2015-2018,12,False,False,False,False,,No reason stated,False
NCT02468557,Study of Single Agent Idelalisib Followed by Idelalisib in Combination With Chemotherapy in Adults With Metastatic Pancreatic Ductal Adenocarcinoma,TERMINATED,2015-07-30,,PHASE1,16,Gilead Sciences,INDUSTRY,Previously Untreated Pancreatic Ductal Adenocarcinoma|Relapsed/Refractory Pancreatic Ductal Adenocarcinoma,Idelalisib|Nab-paclitaxel|mFOLFOX6,2026-09-07,False,False,2015,phase 1 x 2015-2018,12,False,False,False,False,,No reason stated,False
NCT03035279,A Study of SC-006 and in Combination With ABBV-181 in Subjects With Advanced Colorectal Cancer,TERMINATED,2017-03-08,Strategic considerations,PHASE1,29,AbbVie,INDUSTRY,Colorectal Cancer,SC-006|ABBV-181,2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,True,False,Strategic considerations,"Funding, business or strategic decision",True
NCT02623478,A Study of a Novel Insulin Lispro Formulation in Participants With Type 1 Diabetes Mellitus Using Insulin Pumps,WITHDRAWN,2018-01,Change in clinical strategy,PHASE1,0,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 1",Insulin Lispro,2026-09-07,False,False,2018,phase 1 x 2015-2018,12,True,False,True,False,Change in clinical strategy,"Funding, business or strategic decision",True
NCT03077477,Study of Orally-Administered AMXT 1501 Dicaprate in Normal Healthy Volunteers,WITHDRAWN,2018-06-12,"Change in FDA required patient population decision prior to study start, new protocol developed, this protocol withdrawn",PHASE1,0,"Aminex Therapeutics, Inc.",INDUSTRY,Neoplasms|Medication Toxicity|Tolerance,AMXT 1501|Placebo Oral Tablet,2026-09-07,False,False,2018,phase 1 x 2015-2018,12,True,False,False,False,"Change in FDA required patient population decision prior to study start, new protocol developed, this protocol withdrawn",Protocol redesign or replacement,False
NCT02468661,"A Safety and Efficacy Study of INC280 Alone, and in Combination With Erlotinib, Compared to Chemotherapy, in Advanced/Metastatic Non-small Cell Lung Cancer Patients With EGFR Mutation and cMET Amplification",TERMINATED,2015-09-23,Major challenge for enrollment of participants.,PHASE1,23,Novartis Pharmaceuticals,INDUSTRY,Non-Small Cell Lung Cancer,INC280 single agent|erlotinib,2026-09-07,False,False,2015,phase 1 x 2015-2018,12,True,False,False,False,Major challenge for enrollment of participants.,Recruitment or feasibility failure,False
NCT04322253,"Study on the Safety of Neladenoson Bialanate, How it is Tolerated and the Way the Body Absorbs, Distributes and Gets Rid of the Study Dug Given as a Single Oral Dose in Participants With Liver Impairment and Healthy Participants Matched for Age-, Gender-, and Weight",TERMINATED,2017-08-24,The cessation of the development project for neladenoson bialanate.,PHASE1,22,Bayer,INDUSTRY,"Pharmacology, Clinical",Neladenoson bialanate (BAY 1067197),2026-09-07,False,False,2017,phase 1 x 2015-2018,12,True,False,False,False,The cessation of the development project for neladenoson bialanate.,"Funding, business or strategic decision",True
NCT03343678,This Study in Patients With Chronic Lymphocytic Leukaemia is Done to Determine a Safe and Effective Dose of BI 836826 in Combination With Venetoclax,WITHDRAWN,2018-01-17,Company strategic decision,PHASE1,0,Boehringer Ingelheim,INDUSTRY,"Leukemia, Lymphocytic, Chronic, B-Cell",Venetoclax|BI 836826,2026-09-07,False,False,2018,phase 1 x 2015-2018,12,True,False,True,False,Company strategic decision,"Funding, business or strategic decision",True
NCT03552029,Milademetan Plus Quizartinib Combination Study in FLT3-ITD Mutant Acute Myeloid Leukemia (AML),TERMINATED,2018-12-12,This study was terminated based on a business decision by the Sponsor.,PHASE1,10,Daiichi Sankyo,INDUSTRY,Acute Myeloid Leukemia,Quizartinib|Milademetan|Milademetan,2026-09-07,False,False,2018,phase 1 x 2015-2018,12,True,False,True,False,This study was terminated based on a business decision by the Sponsor.,"Funding, business or strategic decision",True
NCT03051711,Study to Evaluate Effects of Investigational Drug on Oxygenation in Healthy Volunteers Under Hypoxic Conditions,TERMINATED,2016-12,Sponsor discontinued IPF Program on 23-Oct. 2017 based on POC studies,PHASE1,14,Global Blood Therapeutics,INDUSTRY,Cardio-pulmonary Function,GBT440,2026-09-07,False,False,2016,phase 1 x 2015-2018,12,True,False,False,False,Sponsor discontinued IPF Program on 23-Oct. 2017 based on POC studies,"Funding, business or strategic decision",True
NCT03761069,Study of PTC299 (Emvododstat) in Relapsed/Refractory Acute Leukemias,TERMINATED,2018-10-29,Sponsor terminated the study.,PHASE1,33,PTC Therapeutics,INDUSTRY,"Leukemia, Myeloid, Acute|AML",PTC299,2026-09-07,False,False,2018,phase 1 x 2015-2018,12,True,False,False,False,Sponsor terminated the study.,"Funding, business or strategic decision",True
NCT02538614,Study of Idelalisib in Combination With BI 836826 in Participants With Chronic Lymphocytic Leukemia,TERMINATED,2015-12-29,,PHASE1,2,Gilead Sciences,INDUSTRY,Chronic Lymphocytic Leukemia (CLL),Idelalisib|BI 836826,2026-09-07,False,False,2015,phase 1 x 2015-2018,12,False,False,False,False,,No reason stated,False
NCT05130866,Efficacy and Safety of REC-2282 in Patients With Progressive Neurofibromatosis Type 2 (NF2) Mutated Meningiomas,TERMINATED,2022-06-20,Study was terminated due to sponsor decision. This decision was not related to safety concerns with REC-2282.,PHASE2|PHASE3,25,Recursion Pharmaceuticals Inc.,INDUSTRY,Neurofibromatosis Type 2,REC-2282|Placebo,2026-09-07,False,False,2022,phase 2 or later x 2022-2025,6,True,False,False,True,Study was terminated due to sponsor decision. This decision was not related to safety concerns with REC-2282.,"Funding, business or strategic decision",True
NCT05730673,"Leronlimab in Combination With Regorafenib in Patients With CCR5+, Metastatic Colorectal Cancer",WITHDRAWN,2022-09-20,No participants enrolled,PHASE2,0,"CytoDyn, Inc.",INDUSTRY,CCR5|Microsatellite Stable|Metastatic|Colorectal Cancer,700mg leronlimab weekly dose|80mg Regorafenib at week 1|120mg Regorafenib at week2|160 mg Regorafenib at week 3,2026-09-07,False,False,2022,phase 2 or later x 2022-2025,6,True,False,False,False,No participants enrolled,Recruitment or feasibility failure,False
NCT06374797,"A Study of Auxora in Patients With AKI and Injurious Lung ""Crosstalk""",TERMINATED,2024-07-01,The study was stopped due to imbalance in randomization stratification of severe patients.,PHASE2,122,"CalciMedica, Inc.",INDUSTRY,Acute Kidney Injury,Auxora|Placebo,2026-09-07,False,False,2024,phase 2 or later x 2022-2025,6,True,False,False,False,The study was stopped due to imbalance in randomization stratification of severe patients.,Protocol redesign or replacement,False
NCT05832255,An Investigation of Psilocybin on Behavioural and Cognitive Symptoms of Adults With Fragile X Syndrome,SUSPENDED,2023-03-28,Indefinite hold due to protocol revisions relating to the exclusion criteria for concurrent medications.,PHASE2,10,Nova Mentis Life Science Corp,INDUSTRY,Fragile X Syndrome|Behavior|Cognitive Dysfunction,"Psilocybin, 1.5 mg",2026-09-07,False,False,2023,phase 2 or later x 2022-2025,6,True,False,False,False,Indefinite hold due to protocol revisions relating to the exclusion criteria for concurrent medications.,Protocol redesign or replacement,False
NCT05234437,A Trial of Intratumoural Tigilanol Tiglate in Adult Participants With Stage IIIB to IV M1c Melanoma,TERMINATED,2022-03-09,Insufficient Patient Recruitment Rates,PHASE2,1,QBiotics Group Limited,INDUSTRY,Melanoma,tigilanol tiglate,2026-09-07,False,False,2022,phase 2 or later x 2022-2025,6,True,False,False,False,Insufficient Patient Recruitment Rates,Recruitment or feasibility failure,False
NCT05298644,COVID-19 Paediatric VLA2001-321 Study,WITHDRAWN,2022-10-01,"Valneva has contacted regulators to align on potential adjustments to the previously agreed Pediatric Investigational Plan. Valneva has suspended VLA2001 pediatric development, and study VLA2001-321 will not commence.",PHASE2|PHASE3,0,Valneva Austria GmbH,INDUSTRY,SARS-CoV-2 Infection,VLA2001|Active Comparator,2026-09-07,False,False,2022,phase 2 or later x 2022-2025,6,True,True,True,False,"Valneva has contacted regulators to align on potential adjustments to the previously agreed Pediatric Investigational Plan. Valneva has suspended VLA2001 pediatric development, and study VLA2001-321 will not commence.","Funding, business or strategic decision",True
NCT06424717,Study of Avelumab and Tuvusertib in Participants With Advanced Urothelial Cancer That Has Progressed on Prior Anti-PD-(L)1 Therapy (JAVELIN DDRiver Bladder),WITHDRAWN,2024-08-16,Trial withdrawn based on re-prioritization of the clinical development path for tuvusertib. No subjects were enrolled.,PHASE2,0,"EMD Serono Research & Development Institute, Inc.",INDUSTRY,Urothelial Carcinoma,Avelumab|Tuvusertib,2026-09-07,False,False,2024,phase 2 or later x 2022-2025,6,True,False,True,False,Trial withdrawn based on re-prioritization of the clinical development path for tuvusertib. No subjects were enrolled.,"Funding, business or strategic decision",True
NCT07381530,Study of Cardioplegia in Cardiac Surgery Due to Congenital Heart Malformation in Children,SUSPENDED,2024-12-05,Sponsor Decision,PHASE2,100,Dr. F. Köhler Chemie GmbH,INDUSTRY,Congenital Heart Malformations,heart will be treated with Custodiol-N|heart will be treated with Custodiol,2026-09-07,False,False,2024,phase 2 or later x 2022-2025,6,True,False,False,False,Sponsor Decision,"Funding, business or strategic decision",True
NCT05733390,A Study of JZP541 in Adults With Irritability Associated With Autism Spectrum Disorder,WITHDRAWN,2023-06-30,A decision has been made to prioritize other pipeline programs and terminate this study.,PHASE2,0,Jazz Pharmaceuticals,INDUSTRY,Irritability Associated With Autism Spectrum Disorder|Autism Spectrum Disorder|ASD,JZP541|Placebo,2026-09-07,False,False,2023,phase 2 or later x 2022-2025,6,True,False,True,False,A decision has been made to prioritize other pipeline programs and terminate this study.,"Funding, business or strategic decision",True
NCT05643495,A Study to Evaluate Efficacy and Safety of VX-864 in Participants With the PiZZ Genotype,TERMINATED,2023-02-23,Study drug dosing was permanently discontinued at the Sponsor's discretion based on frequency and nature of skin and subcutaneous tissue disorders.,PHASE2,14,Vertex Pharmaceuticals Incorporated,INDUSTRY,Alpha-1 Antitrypsin Deficiency,VX-864,2026-09-07,False,False,2023,phase 2 or later x 2022-2025,6,True,False,False,False,Study drug dosing was permanently discontinued at the Sponsor's discretion based on frequency and nature of skin and subcutaneous tissue disorders.,Safety or toxicity,False
NCT06233903,18F-mFBG Expression in Neural Crest Tumors and Organs Innervated by the Sympathetic Nervous System,WITHDRAWN,2025-01,Logistical considerations,PHASE2,0,Innervate Radiopharmaceuticals LLC (Formerly: Illumina Radiopharmaceuticals LLC),INDUSTRY,Neuroblastoma|Pheochromocytoma|Paraganglioma,18F-mFBG,2026-09-07,False,False,2025,phase 2 or later x 2022-2025,6,True,False,False,False,Logistical considerations,"Investigator, site or administrative",False
NCT05047185,Dose-ranging Study of Oral PHA-022121 for Prophylaxis Against Angioedema Attacks in Patients With Hereditary Angioedema Type I or Type II,TERMINATED,2022-04-19,Sponsor decision. All remaining participants (21 total) were rolled over from Part 2 to study PHA022121-C307 (NCT06679881).,PHASE2,34,Pharvaris Netherlands B.V.,INDUSTRY,Hereditary Angioedema|Hereditary Angioedema Type I|Hereditary Angioedema Type II|Hereditary Angioedema Types I and II|Hereditary Angioedema Attack|Hereditary Angioedema With C1 Esterase Inhibitor Deficiency|Hereditary Angioedema - Type 1|Hereditary Angioedema - Type 2|C1 Esterase Inhibitor Deficiency|C1 Inhibitor Deficiency,Deucrictibant low dose|Deucrictibant high dose|Placebo,2026-09-07,False,False,2022,phase 2 or later x 2022-2025,6,True,False,False,False,Sponsor decision. All remaining participants (21 total) were rolled over from Part 2 to study PHA022121-C307 (NCT06679881).,Administrative rollover or transfer (not a failure),False
NCT06067425,"Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of SAR442501 in Pediatric Participants With Achondroplasia",TERMINATED,2023-10-10,Sponsor decision. Not related to safety concern.,PHASE2,16,Sanofi,INDUSTRY,Osteochondrodysplasia,SAR442501,2026-09-07,False,False,2023,phase 2 or later x 2022-2025,6,True,False,False,True,Sponsor decision. Not related to safety concern.,"Funding, business or strategic decision",True
